ID;p80;tms;Acid_ton;Salmu_ton;Sal_ton;Menos100;Mas19mm;Humedad_BS;tms_cdato;P80_PP;Acid_kgpt;Salmu_kgpt;Sal_kgpt;tms_cdato100;Menos100_cdato100;Mas19mm_cdato100;Humedad_BS_cdato100
645089;16.00188637;56455.26028;1076.514286;372;288;19.72286597;7.893974508;6.416584403;56455.26028;903.3906599;19.06844961;6.589288547;5.101384682;56455.26028;11.13459532;4.456563855;3.622499426
645090;16.20158529;1663.739196;44.0976;0;0;17.17420013;7.036561682;6.143247252;1663.739196;26.95521249;26.50511576;0;0;1663.739196;0.285733899;0.117070035;0.102207612
645091;17.52921581;7283.251503;203.161318;100;68;14.62553429;6.179148857;5.8699101;7283.251503;127.6696874;27.89431587;13.73013138;9.336489338;7283.251503;1.065214446;0.450042952;0.427520316
645092;16.14865875;46177.56047;788.409966;232;202;14.06423034;4.979129398;4.332181899;46177.56047;745.705666;17.07344342;5.024085241;4.374419046;46177.56047;6.494518471;2.299240489;2.000495916
645093;15.71436501;49611.75846;1040.51962;326;407;13.59150842;5.788207977;5.832058946;49611.75846;779.6172811;20.97324611;6.57102288;8.203700345;49611.75846;6.742986327;2.871631761;2.893386998
645094;15.67577171;35653.66905;672.76401;506;0;14.28641636;4.72773737;6.107024766;35653.66905;558.8987768;18.86941871;14.19208776;0;35653.66905;5.093631607;1.685611836;2.177378399
645095;15.17333221;45145.4752;904.9195;559;0;12.21572441;3.981878875;5.795559339;45145.4752;685.0072932;20.04452264;12.38219329;0;45145.4752;5.514846835;1.79763814;2.616432804
645096;15.6166296;48441.15098;953.647348;640.5;0;13.53138318;4.947052986;7.120480355;48441.15098;756.4875122;19.68671943;13.22222918;0;48441.15098;6.554757757;2.396409406;3.449242639
645097;15.10250187;44598.71919;735.23561;426.59375;0;11.25503451;8.717647536;9.093214965;44598.71919;673.5522399;16.48557679;9.565156977;0;44598.71919;5.019601237;3.887959144;4.055457407
645098;14.2161994;51561.43043;1086.252506;562;0;13.17541833;8.19465607;8.03016272;51561.43043;733.0075762;21.06715227;10.89962003;0;51561.43043;6.793434155;4.225281888;4.140466764
645099;14.41464949;48045.51885;965.222968;183.65625;461;18.39322781;6.494727954;6.820975227;48045.51885;692.5593136;20.08976053;3.822546918;9.595067574;48045.51885;8.837121734;3.120425743;3.277172939
645100;13.39177799;43313.72254;879.434762;403.78125;0;17.42827014;7.749150238;7.087102366;43313.72254;580.0477563;20.30383699;9.322247692;0;43313.72254;7.548832571;3.356445433;3.069687855
645101;15.11992216;56902.49725;1131.544416;476.984375;65.5;13.19398179;6.980223565;7.031606386;56902.49725;860.3613292;19.88567235;8.382485796;1.151091835;56902.49725;7.507705125;3.971921523;4.001159631
645102;14.54473782;59926.10173;1166.124284;442.46875;178.7;15.2398227;7.898084224;8.036185948;59926.10173;871.609438;19.45937163;7.383573054;2.982006085;59926.10173;9.132631654;4.733013987;4.815772967
645103;14.54530478;12249.0937;122.040108;51.5;34;16.91932565;6.210810905;7.083653476;12249.0937;178.166801;9.963194913;4.20439269;2.775715563;12249.0937;2.072464052;0.760768047;0.867683351
645104;15.435956;37921.94202;950.57889;210;294.7;18.59882861;4.523537586;6.131121004;37921.94202;585.3614284;25.06672495;5.537691079;7.771226481;37921.94202;7.053037;1.715413301;2.325040152
645105;14.35350275;12911.91462;267.415196;0;176;13.51305589;8.16370959;4.388463593;12911.91462;185.331202;20.71073143;0;13.63082123;12911.91462;1.744794239;1.054091212;0.566634672
645106;14.22829628;32538.25113;738.028458;0;585.7;11.80616149;11.2572805;4.009549891;32538.25113;462.9638775;22.68187233;0;18.0003528;32538.25113;3.841518474;3.662922201;1.304637413
645107;13.35238552;32709.26759;696.6154651;418.640625;0;12.65960869;6.031633751;5.926340066;32709.26759;436.746751;21.29718934;12.79883824;0;32709.26759;4.140865282;1.972903224;1.938462431
745108;13.08926868;27966.75796;623.264454;322;0;15.28577504;6.972616633;5.208333333;27966.75796;366.0644092;22.28590296;11.51366921;0;27966.75796;4.274935709;1.950014817;1.456601977
745109;14.40109539;41247.84017;797.394852;506;0;13.83926857;6.748052909;5.326448327;41247.84017;594.0140809;19.33179649;12.26730898;0;41247.84017;5.708399381;2.783426079;2.197044893
745110;14.15681887;45838.11962;963.642804;552;64;13.14025647;10.38870687;5.726392252;45838.11962;648.9219567;21.02273854;12.0423788;1.396217832;45838.11962;6.023246477;4.761987883;2.62487053
745111;14.45861721;43253.37827;1011.635692;580;45;14.45272596;10.62909197;8.710708578;43253.37827;625.3840395;23.38859373;13.40935722;1.040381163;43253.37827;6.251292229;4.597441357;3.767675731
745112;15.1546402;39736.10722;822.97146;500;0;11.50047474;10.13280559;8.180517623;39736.10722;602.1864078;20.71092308;12.58301416;0;39736.10722;4.569840972;4.026382492;3.250619254
745113;13.18266106;35202.66975;626.222668;138;211.5;10.48991686;6.007635058;7.919746568;35202.66975;464.0648636;17.78906749;3.920157221;6.008067045;35202.66975;3.692730788;2.114847929;2.787962229
745114;13.27144146;50290.56275;1118.0579;604.9375;190.5;14.68290565;5.809540009;7.679938252;50290.56275;667.4282596;22.2319624;12.0288473;3.787987041;50290.56275;7.38411588;2.921650364;3.862284166
745115;12.17845249;60929.06719;1346.097614;707.140625;0;15.52902004;11.63970196;5.741127349;60929.06719;742.0217501;22.09286431;11.60596506;0;60929.06719;9.461687052;7.09196183;3.49801534
745116;13.61384487;53313.7168;1126.215956;554.421875;0;2.859210047;8.746990597;6.731638053;53313.7168;725.80467;21.12431891;10.3992351;0;53313.7168;1.524351147;4.663345796;3.588886448
745117;12.55884695;29617.43471;726.250724;243.78125;82.5;9.524535509;4.098207446;6.447861481;29617.43471;371.9608296;24.52105428;8.231004893;2.785521461;29617.43471;2.820923086;1.213783914;1.909691164
745118;13.22548866;893.3008182;1.69057669;0;0;11.90608181;5.153799282;6.0506985;893.3008182;11.81433984;1.892505476;0;0;893.3008182;0.106357126;0.046038931;0.054050939
745119;13.37726307;1082.306466;21.41220621;13;0;14.28762811;6.209391118;5.65353552;1082.306466;14.47829832;19.78386611;12.01138532;0;1082.306466;0.154635923;0.067204642;0.06118858
745120;13.52903748;26876.66568;539.405518;303.8888889;0;12.59259259;3.533333333;4.468864469;26876.66568;363.6154173;20.0696591;11.30679276;0;26876.66568;3.384469012;0.949642188;1.201081763
745121;13.31;25816.08323;554.52732;278;112;12.17225623;7.826583611;5.607160953;25816.08323;343.6120678;21.4799168;10.76848093;4.338380807;25816.08323;3.1423998;2.020517339;1.447549338
745122;13.47136116;38504.55206;759.654656;347;206;14.64920015;2.918083722;9.097221949;38504.55206;518.7087271;19.72895711;9.011921486;5.35001679;38504.55206;5.640608899;1.123595066;3.502844561
745123;13.42366886;56998.51657;986.904288;520;283.5;14.38649882;4.726333748;7.069759509;56998.51657;765.1292121;17.31456093;9.123044445;4.973813654;56998.51657;8.200090917;2.693940125;4.029658045
745124;13.16759586;49129.82294;1112.508952;617.96875;190;17.16745799;6.414654816;5.94066128;49129.82294;646.9216533;22.64426952;12.57828164;3.867304798;49129.82294;8.434341715;3.151508553;2.918636369
745125;14.27992868;43096.20747;760.297746;458.15625;0;13.90239166;4.2671268;5.914093007;43096.20747;615.4107692;17.64187131;10.63101087;0;43096.20747;5.991403552;1.838969819;2.548749792
745126;13.21119642;47123.66412;909.549748;499.671875;0;14.80022893;4.202696434;6.918114797;47123.66412;622.5599829;19.30133755;10.60341729;0;47123.66412;6.974410169;1.980464552;3.260069181
745127;13.03501558;48860.6101;1022.531474;541.890625;0;11.58631921;12.34217372;6.112565445;48860.6101;636.8988141;20.92752161;11.09054152;0;48860.6101;5.661146253;6.030461377;2.986636769
745128;13.33490658;43247.63367;808.309008;497.875;0;13.6114528;7.25547706;5.571731075;43247.63367;576.7031547;18.69024822;11.51219056;0;43247.63367;5.886631242;3.13782214;2.409641844
745129;13.70250511;43837.13479;982.862008;543.328125;0;15.31729535;7.870391394;5.799283154;43837.13479;600.6785636;22.42076296;12.39424355;0;43837.13479;6.714663409;3.450154084;2.542239573
745130;13.79181862;37137.77981;832.764802;457.6875;0;14.71286914;7.945245515;5.078657253;37137.77981;512.197523;22.42365608;12.32404043;0;37137.77981;5.464032946;2.950687785;1.886100548
745131;13.4568553;41605.38961;928.217732;292.296875;174;13.85761751;6.475968443;6.129032258;41605.38961;559.8777076;22.31003581;7.025456983;4.182150476;41605.38961;5.765515757;2.694351902;2.550007751
745132;14.03831863;1618.003103;44.0976;0;0;14.63547199;5.738535814;6.73123248;1618.003103;22.71404311;27.25433586;0;0;1618.003103;0.236802391;0.092849688;0.10891155
745133;14.09517097;34064.21748;868.851338;431;0;15.41332647;5.001103185;7.333432702;34064.21748;480.1409695;25.50627616;12.65257305;0;34064.21748;5.250429049;1.703586665;2.498076464
745134;14.495224;52119.77007;1246.6759;0;1049;17.85326853;8.25994482;7.279616065;52119.77007;755.4877419;23.91944359;0;20.12671964;52119.77007;9.305082507;4.305064248;3.794119155
745135;13.07733011;44882.72996;707.068268;0;984.5;17.8747361;6.903589022;6.934755847;44882.72996;586.946276;15.75368229;0;21.93494025;44882.72996;8.022669535;3.098519218;3.11250774
745136;14.09969139;41306.73551;571.780506;0;906.5;15.53478355;5.70058338;6.924326998;41306.73551;582.4122231;13.8423068;0;21.9455735;41306.73551;6.416911953;2.354724899;2.860213439
745137;14.1333456;53464.26752;963.918414;291;569;13.98664768;5.719120448;7.575757576;53464.26752;755.6289703;18.02920827;5.442887624;10.64262219;53464.26752;7.477858732;3.057685856;4.050323297
745138;15.54586315;24454.72554;580.508156;313.609375;0;14.76071561;7.252112525;6.549118388;24454.72554;380.1698167;23.73807692;12.82408075;0;24454.72554;3.609692492;1.773484214;1.601568927
845139;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
845140;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
845141;15.05679226;1711;0;0;0;0;0;0;1711;25.76217156;0;0;0;0;0;0;0
845142;14.51007414;663.1745511;0;0;0;0;0;0;663.1745511;9.622711904;0;0;0;0;0;0;0
845143;13.96335602;53924.7091;854.409374;488.296875;0;15.16346726;5.440110827;6.475429678;53924.7091;752.9699113;15.8444874;9.055160115;0;53924.7091;8.176855607;2.933563938;3.491856617
845144;13.27734852;28467.13523;676.1632;375.859375;0;14.88008835;6.773570739;6.513019673;28467.13523;377.9680758;23.75241465;13.2032736;0;28467.13523;4.235934872;1.928241542;1.854070118
845145;15.09848499;31434.27106;572.8671331;376;0;14.46772732;7.256838906;7.379634589;31434.27106;474.6098699;18.22428559;11.96146713;0;31434.27106;4.547824621;2.281134412;2.31973434
845146;13.66818619;49593.80295;983.045748;625.3125;0;14.97148858;13.410953;5.979103472;49593.80295;677.8573325;19.82194729;12.60868219;0;49593.80295;7.424930544;6.651001603;2.965264794
845147;14.84886742;29509.65035;605.110942;334;0;14.70765065;7.426597582;5.505522515;29509.65035;438.1848856;20.50552734;11.31833133;0;29509.65035;4.340176282;2.19156298;1.624660444
845148;15.97775173;44531.51325;991.791772;420;108;14.56542998;9.145566527;5.081850534;44531.51325;711.5134629;22.27168357;9.431523193;2.425248821;44531.51325;6.486206383;4.072659169;2.263024944
845149;13.8152585;26703.26994;651.927894;377;0;14.21026575;9.97456765;5.832191259;26703.26994;368.9125771;24.4137851;14.11812114;0;26703.26994;3.794605624;2.663535725;1.557385776
845150;15.62149048;37793.29629;917.468942;334;302;14.12678204;8.640619279;7.070999493;37793.29629;590.3876181;24.2759704;8.837546148;7.99083514;37793.29629;5.338976592;3.265574845;2.672363789
845151;14.32971621;38274.89631;804.101362;0;510;14.23191149;9.734329597;4.954986886;38274.89631;548.468402;21.00858368;0;13.32466052;38274.89631;5.447249365;3.72580456;1.896516093
