ID;p80;tms;Acid_ton;Salmu_ton;Sal_ton;Menos100;Mas19mm;Humedad_BS;tms_cdato;P80_PP;Acid_kgpt;Salmu_kgpt;Sal_kgpt;tms_cdato100;Menos100_cdato100;Mas19mm_cdato100;Humedad_BS_cdato100
144927;15.70050907;60105.24014;1307.107986;561;137;15.96858639;6.429319372;5.880665519;60105.24014;943.682868;21.74698883;9.333628793;2.279335374;60105.24014;9.597957195;3.864357848;3.534588132
144928;14.31130123;49007.76988;904.111044;468;105;18.92906834;17.2364884;6.915020233;49007.76988;701.3649574;18.44832047;9.549506153;2.142517406;49007.76988;9.276714251;8.447218572;3.388897203
144929;16.33083344;41148.86509;812.737142;0;383;14.71940814;18.12652313;3.27748563;41148.86509;671.9952618;19.75114357;0;9.307668612;41148.86509;6.056869395;7.458858549;1.34864814
144930;15.26073647;50745.60775;1103.744554;337.390625;277.5;16.89664009;17.99322893;3.772609819;50745.60775;774.4153467;21.7505436;6.648666553;5.468453572;50745.60775;8.574302706;9.130773377;1.914433781
144931;15.08495569;36458.09649;611.064118;442.828125;0;11.18632851;18.59217846;6.256306761;36458.09649;549.9687702;16.76072469;12.14622176;0;36458.09649;4.078322442;6.778354364;2.280930356
144932;15.28644419;49083.51288;940.362946;563.65625;0;15.75239692;18.02004889;6.659705302;49083.51288;750.3123801;19.15842797;11.48361674;0;49083.51288;7.731829771;8.844873017;3.26881731
144933;15.83603287;41917.40542;680.352472;339.546875;92.5;15.48054091;17.96871053;4.536006847;41917.40542;663.8054099;16.23078684;8.100379106;2.206720552;41917.40542;6.489041096;7.532017241;1.90137638
144934;14.50921631;49031.90185;1069.916926;0;798.5;18.09680008;17.41284852;6.510219531;49031.90185;711.4144699;21.82083268;0;16.28531568;49031.90185;8.873205255;8.537850794;3.19208445
144935;16.22055817;750.4480312;0;0;0;;0;;750.4480312;12.17268594;0;0;0;0;0;0;0
144936;0;0.010191819;0;0;0;;0;;0;0;0;0;0;0;0;0;0
144937;0;0;0;0;0;;0;;0;0;0;0;0;0;0;0;0
144938;0;0;0;0;0;;0;;0;0;0;0;0;0;0;0;0
144939;15.84987068;5633.29289;81.360072;0;64.5;;0;;5633.29289;89.28696382;14.44272002;0;11.44978634;0;0;0;0
144940;15.51068974;13704.27821;117.758966;93.3125;0;13.07797538;6.135430917;4.21277163;13704.27821;212.5628074;8.592861598;6.809005081;0;13704.27821;1.79224213;0.840816522;0.577329945
144941;15.8;49300.56585;987.822988;515;0;13.43022238;5.820346699;6.149584488;49300.56585;778.9489404;20.03674747;10.44612757;0;49300.56585;6.621175627;2.869463857;3.03177995
144942;15.74925041;49524.8806;1115.76115;606;0;10.89689969;11.28641698;7.797920555;49524.8806;779.9797462;22.5293052;12.23627382;0;49524.8806;5.396676559;5.589584532;3.861910844
144943;15.05460835;51401.53187;1002.595684;372.609375;45;11.87017065;5.327281578;5.236686391;51401.53187;773.8299307;19.50517129;7.248993589;0.87546029;51401.53187;6.101449551;2.738304338;2.691737024
144944;15.48273516;41977.34976;661.666114;466;70;12.83123188;6.041399771;8.006856024;41977.34976;649.9241889;15.76245565;11.10122489;1.667565971;41977.34976;5.386211084;2.536019512;3.361065958
144945;14.7695713;47489.09343;948.759864;513;90;9.584856528;5.291535213;8.296201994;47489.09343;701.3935515;19.97847917;10.80248038;1.895171996;47489.09343;4.551761471;2.512902101;3.939791116
144946;15.58379316;53717.40025;1257.185828;699;0;13.64990459;7.454388205;7.789203085;53717.40025;837.1208547;23.40369828;13.01254336;0;53717.40025;7.332373882;4.004303548;4.184157397
144947;14.73504877;36255.66183;583.521492;374;0;15.87913454;6.956533753;5.365239295;36255.66183;534.2289453;16.09463081;10.3156302;0;36255.66183;5.757085322;2.522137353;1.945203015
144948;;413.0591885;0.900326;0;0;;;;0;0;2.179653728;0;0;0;0;0;0
144949;14.8673172;21284.54449;448.068364;234.7;0;11.81691961;11.06732691;5.987055016;21284.54449;316.4440744;21.05134851;11.02678049;0;21284.54449;2.515177512;2.35563012;1.274317389
144950;15.0130415;27962.59728;515.776554;421;39;13.99351087;6.418129797;5.981489156;27962.59728;419.8036333;18.44523056;15.05582603;1.394720226;27962.59728;3.912949091;1.794675788;1.672579724
144951;13.71543407;25945.56881;165.439496;281;0;10.10891689;4.347921241;5.617044826;25945.56881;355.8547385;6.376406592;10.83036576;0;25945.56881;2.622815987;1.128092897;1.45737423
144952;16.12824059;14116.38212;107.359282;93;0;13.66982492;4.884329559;6.818873668;14116.38212;227.6724071;7.605297239;6.58809029;0;14116.38212;1.929684721;0.689490625;0.962578264
144953;14.24563932;31233.91584;435.849654;280;0;14.64716414;6.05344053;4.895104895;31233.91584;444.9470997;13.95437115;8.964614025;0;31233.91584;4.57488292;1.89072652;1.528932943
144954;15.47995806;42049.68422;928.236106;513;0;14.10731478;5.970397357;5.25617202;42049.68422;650.927348;22.07474618;12.19985381;0;42049.68422;5.932081314;2.510533235;2.210203736
144955;15.32656097;48960.46042;1062.678664;559;30;13.91205995;4.015269334;6.274407706;48960.46042;750.3954819;21.70483396;11.41737629;0.612739336;48960.46042;6.811408603;1.965894353;3.071978902
144956;14.01635504;45564.25234;921.08862;513.21875;0;15.82912043;17.8922704;7.189216176;45564.25234;638.6447378;20.21515931;11.26362716;0;45564.25234;7.212420374;8.152479237;3.2757126
144957;13.66368771;14997.00161;239.04574;138;0;17.30986311;18.86831177;5.21945433;14997.00161;204.9143465;15.93956887;9.201839381;0;14997.00161;2.595960449;2.82968102;0.78276165
244958;0;1252.087506;0;0;0;0;0;;0;0;0;0;0;0;0;0;0
244959;14.6;34526.70437;330;373;0;12;18.1294735;5.98023921;34526.70437;504.0898838;9.557819259;10.80323207;0;34526.70437;4.143204525;6.259509718;2.064779513
244960;14.3;40073.82834;809;509;0;12.9;16.08034009;7.215686275;40073.82834;573.0557453;20.18773932;12.70155663;0;40073.82834;5.169523856;6.444007884;2.891601731
244961;0;368.582386;0;0;0;;;;0;0;0;0;0;0;0;0;0
244962;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0
244963;13.9;10982.77183;271;0;175.9;12.2;8.463627495;6.012924979;10982.77183;152.6605285;24.67500956;0;16.01599329;10982.77183;1.339898164;0.929540897;0.660385831
244964;14.4;41986.92214;836;93;545.8;12.3;9.618849619;5.962219599;41986.92214;604.6116788;19.91096173;2.214975408;12.99928578;41986.92214;5.164391423;4.0386589;2.503352501
244965;14.5;31469.44133;735;326;72;15.2;5.01396648;5.210988389;31469.44133;456.3068993;23.35599136;10.35925603;2.287933848;31469.44133;4.783355083;1.57786724;1.639868934
244966;14.4;24461.92846;443;326;0;14.5;7.055368288;4.646918433;24461.92846;352.2517698;18.10977416;13.32683155;0;24461.92846;3.546979627;1.725879143;1.136725863
244967;17;21792.37715;632;139;128;12.6;5.710110414;5.16886931;21792.37715;370.4704116;29.00096651;6.378377129;5.873613471;21792.37715;2.745839521;1.244368797;1.126419494
244968;14.9;37738.70088;739;373;0;15.9;3.542541635;5.788590604;37738.70088;562.3066431;19.58202012;9.883753051;0;37738.70088;6.00045344;1.336909191;2.184538893
244969;15.1;44984.6448;1026;513;70;12.7;6.288333838;5.959509552;44984.6448;679.2681365;22.80778262;11.40389131;1.556086534;44984.6448;5.71304989;2.828784641;2.680864204
244970;15.8;52666.37381;1182;279;306;14.4;7.139614543;5.107386066;52666.37381;832.1287062;22.44316277;5.297497812;5.81015889;52666.37381;7.583957828;3.760176084;2.689875037
244971;15.1;35346.98444;679;249;166;19.6;6.501706307;5.183813806;35346.98444;533.7394651;19.20955948;7.044448174;4.696298783;35346.98444;6.92800895;2.298157117;1.832321859
244972;16.2;43700.36603;922;107;436;14.2;10.76804403;5.345329452;43700.36603;707.9459297;21.09822145;2.448492077;9.977033138;43700.36603;6.205451976;4.705674656;2.335928536
244973;17;37059.2911;543;0;471.8;15.8;13.04822459;7.872009061;37059.2911;630.0079486;14.65219609;0;12.73095049;37059.2911;5.855367993;4.835579532;2.917310753
244974;18.4;26177.52278;447;0;450.1;17.8;19.22349679;6.042375098;26177.52278;481.6664191;17.07571812;0;17.19414033;26177.52278;4.659599054;5.032235249;1.581744117
244975;16.5;35259.02645;750;0;551.1;21.6;10.60575801;5.907556479;35259.02645;581.7739364;21.27114885;0;15.63004018;35259.02645;7.615949713;3.739487023;2.082946901
244976;16.7;43541.28028;733;177;351.8;7.1;3.891215159;7.713644169;43541.28028;727.1393807;16.83459915;4.065107844;8.079688923;43541.28028;3.0914309;1.694284899;3.358619427
244977;16.5;37426.62798;873;444;0;16.6;9.281575658;5.229236854;37426.62798;617.5393616;23.32563865;11.86321141;0;37426.62798;6.212820244;3.473780792;1.957127023
244978;17.3;31389.98144;615;141;180;16.6;5.66039056;5.602579605;31389.98144;543.046679;19.59223841;4.491879049;5.73431368;31389.98144;5.21073692;1.776795546;1.758648698
244979;17.1;3205.091215;0;0;28;15.9;5.957806327;5.406152212;3205.091215;54.80705977;0;0;8.736100823;3205.091215;0.509609503;0.190953127;0.17327211
244980;15.2;30583.43198;689;280;220;13.3;6.255222094;5.20972482;30583.43198;464.868166;22.52853769;9.155283822;7.193437289;30583.43198;4.067596453;1.913061594;1.593312646
244981;14.8;50830.17487;1246;594;0;16.1;6.421263762;6.357172731;50830.17487;752.286588;24.5129985;11.685972;0;50830.17487;8.183658153;3.263939599;3.231362016
244982;15.4;45274.50278;1130;463;86;16.1;4.483643136;6.133438403;45274.50278;697.2273429;24.95886052;10.22650657;1.899523898;45274.50278;7.289194948;2.029947136;2.77688374
244983;14.5;35827.91496;791;368;62;18.2;5.00748503;6.804891015;35827.91496;519.5047669;22.07775699;10.27132057;1.730494227;35827.91496;6.520680523;1.794077478;2.438050566
244984;14.6;50547.36087;1431;698;35;16.8;17.78403538;6.153439852;50547.36087;737.9914687;28.31008336;13.80883172;0.692419928;50547.36087;8.491956627;8.98936054;3.110401448
244985;15;46330.47882;1108;598;0;17;5.637176154;5.856588662;46330.47882;694.9571823;23.91514243;12.90727001;0;46330.47882;7.876181399;2.611730704;2.71338557
344986;14.91465139;53626.87456;1201.402364;605;0;19.56379129;10.32680384;6.573679452;53626.87456;799.8261394;22.40299055;11.28165691;0;53626.87456;10.49144982;5.537942142;3.525258834
344987;14.63643932;39966.68541;794.252898;372;175;12.41306521;18.62064627;8.065799947;39966.68541;584.969966;19.87287386;9.307752098;4.37864682;39966.68541;4.961090722;7.442055117;3.223632891
344988;14.64207792;50903.06063;976.743466;561;0;13.1257908;16.14420169;5.33045977;50903.06063;745.3265802;19.18830526;11.02094831;0;50903.06063;6.681429249;8.217892772;2.713367168
344989;15.45483351;41580.53123;876.292808;420;30.5;15.41029967;17.98276622;6.40625;41580.53123;642.6201873;21.07459386;10.10088105;0.733516362;41580.53123;6.407684465;7.477329725;2.663752782
344990;14.02268505;33916.94373;678.588568;233;179.2;20.40823579;11.96136543;7.265521797;33916.94373;475.6066199;20.0073619;6.869722751;5.283494922;33916.94373;6.921849849;4.056929583;2.46424294
344991;14.2567935;36299.15213;664.844816;232.6;28.7;16.40338505;4.66854725;6.301245065;36299.15213;517.509516;18.315712;6.40786317;0.790652076;36299.15213;5.954289693;1.694643068;2.287298532
344992;14.78267527;1798.522656;0;0;0;16.33692783;4.741934364;5.232412427;1798.522656;26.58697639;0;0;0;1798.522656;0.293823348;0.085284764;0.094106123
344993;14.40422249;5995.667828;103.096514;0;66;16.34746922;4.815321477;4.16357979;5995.667828;86.36293336;17.19516774;0;11.00794805;5995.667828;0.980139953;0.288710681;0.249634414
344994;14.70588112;31271.21913;601.546386;186;199;18.73699752;6.046574055;5.09594212;31271.21913;459.870831;19.23642259;5.947961261;6.363678984;31271.21913;5.859287552;1.890837423;1.593563227
344995;14.5707674;25018.22126;762.42913;418;20;17.13462021;5.947605916;6.123145148;25018.22126;364.5346828;30.47495352;16.7078225;0.799417344;25018.22126;4.286777195;1.487985208;1.531902001
344996;0;;22.9675;0;0;17.13900369;5.685216116;6.477808427;0;0;0;0;0;0;0;0;0
344997;14.29186821;24119.52479;415.197278;280;0;15.1755062;5.422826315;6.832471706;24119.52479;344.7130696;17.21415665;11.60885227;0;24119.52479;3.66025998;1.307959937;1.647959707
344998;15.22897148;38792.90511;950.542142;465;0;22.02221613;13.59526168;7.056998837;38792.90511;590.7760456;24.50298938;11.98672795;0;38792.90511;8.543057407;5.273996964;2.737614862
344999;15.92826748;38801.67598;729.594792;453.890625;0;18.25384165;17.37650875;7.49672346;38801.67598;618.0434737;18.80317727;11.6977067;0;38801.67598;7.082796494;6.742376621;2.908854346
345000;14.4526825;35643.7099;921.253986;512.421875;0;13.85260122;18.2262818;5.585003232;35643.7099;515.1472221;25.84618685;14.37622168;0;35643.7099;4.937580991;6.496523009;1.99070235
345001;14.22451639;32482.11784;476.051966;325.3;0;16.66798446;18.15392887;6.666666667;32482.11784;462.0424177;14.65581673;10.01474108;0;32482.11784;5.414114355;5.896780569;2.165474523
345002;14.96590567;40246.59489;771.542634;464;14.7;19.95326205;17.01453358;7.758002477;40246.59489;602.3267426;19.17038289;11.52892564;0.365248291;40246.59489;8.030508547;6.847770404;3.122331829
345003;14.83846188;37253.49364;569.906358;418.1875;0;22.3776705;16.64761058;6.470625921;37253.49364;552.7845451;15.29806475;11.22545724;0;37253.49364;8.336464055;6.201816547;2.410534216
345004;15.78415871;40921.40034;927.188788;467;33;18.70958275;16.90580751;5.228884591;40921.40034;645.9098775;22.65779715;11.41212168;0.806424016;40921.40034;7.656223261;6.918093171;2.139732797
345005;14.37071133;29579.17485;578.836122;326;0;12.97216741;11.08974199;4.285714286;29579.17485;425.0737831;19.56904224;11.02126755;0;29579.17485;3.837060081;3.280254173;1.267678922
345006;17.46610641;33878.29918;741.795128;371.890625;33;17.1019268;8.018766564;7.928132514;33878.29918;591.7219787;21.89587866;10.97725193;0.974074874;33878.29918;5.793841926;2.716621727;2.685916453
345007;16.46527672;29722.35614;712.323232;373;0;15.64400355;12.56956206;6.173112009;29722.35614;489.3868186;23.9659073;12.54947617;0;29722.35614;4.649766449;3.735970001;1.834794336
345008;14.67038059;39067.17839;840.206272;419;0;12.97812487;6.948818071;5.490661915;39067.17839;573.1303757;21.50670477;10.72511549;0;39067.17839;5.070187194;2.714707152;2.145046685
345009;15.53715801;43048.83925;928.107488;466;20;8.0749676;6.140963015;6.260667184;43048.83925;668.8566177;21.55940797;10.8249144;0.464588601;43048.83925;3.476179822;2.643613297;2.695144552
345010;15.79218578;46751.88456;979.24233;615;0;14.38233264;9.146537842;6.271058241;46751.88456;738.3144467;20.94551565;13.15454993;0;46751.88456;6.724011555;4.276178813;2.93183791
345011;15.17117643;43723.37183;896.485834;140;316;13.97170904;6.910147755;5.634828189;43723.37183;663.3349883;20.50358416;3.201948847;7.227255968;43723.37183;6.108902295;3.021349597;2.463736881
345012;15.71450043;38662.98283;790.72509;0;18;13.61846584;13.71257554;3.381039916;38662.98283;607.5694602;20.45173528;0;0.465561596;38662.98283;5.265305109;5.301690725;1.307210882
345013;13.83018017;7969.75281;25.062136;0;0;13.99083584;14.40201469;3.269145912;7969.75281;110.2231173;3.144656628;0;0;7969.75281;1.115035033;1.14780497;0.260542848
345014;15.06752396;41930.98281;917.303576;0;0;14.94922104;15.09145384;3.157251908;41930.98281;631.7960881;21.87651027;0;0;41930.98281;6.268355307;6.327994916;1.323866755
345015;15.07183933;33622.26439;763.733684;0;0;14.33403431;18.21188673;2.878958568;33622.26439;506.7493668;22.71511744;0;0;33622.26439;4.819426914;6.123248705;0.967971061
345016;15.85043192;38836.59236;841.951802;325;87;14.95268522;14.70083853;4.724505327;38836.59236;615.5767632;21.67934288;8.368396408;2.240155346;38836.59236;5.807113406;5.709304732;1.834836875
445017;14.4148016;41534.12701;675.06076;466;0;20.31781084;16.93700226;5.954759811;41534.12701;598.7062004;16.25315875;11.21968929;0;41534.12701;8.438825359;7.034636031;2.473257503
445018;14.8462491;31412.16245;387.728148;187;0;12.96153351;18.50422402;2.623475798;31412.16245;466.3527886;12.34324917;5.953108141;0;31412.16245;4.071497963;5.81257691;0.824090479
445019;14.55813932;31573.42996;690.329554;468;0;18.30570814;11.65237223;2.932837124;31573.42996;459.6503924;21.86425595;14.82258977;0;31573.42996;5.779739938;3.679053586;0.925997275
445020;13.95880508;34498.99957;877.064516;468;0;13.33788334;6.919074505;5.290559681;34498.99957;481.5648106;25.42289709;13.56561077;0;34498.99957;4.601436317;2.387011484;1.825190162
445021;15.582654;23128.93426;533.139984;233.78125;0;15.11473099;7.901950035;6.187192118;23128.93426;360.41018;23.05078038;10.10773983;0;23128.93426;3.495876194;1.827636829;1.431031598
445022;14.74782658;25993.60178;608.565254;185;118;12.96218887;8.687060612;5.325754263;25993.60178;383.3491312;23.4121173;7.117136038;4.539578662;25993.60178;3.369339756;2.258079942;1.384355355
445023;15.33264923;34093.37625;732.497884;279;215;10.5518045;10.20635852;3.698804389;34093.37625;522.7417791;21.48504973;8.183407768;6.306210287;34093.37625;3.597466409;3.479692211;1.261047297
445024;14.5499754;41536.93495;825.249836;512;0;15.13675214;9.213675214;5.605063291;41536.93495;604.3613816;19.86785585;12.32637893;0;41536.93495;6.287342889;3.82707828;2.328171493
445025;14.58290005;37284.63316;708.721928;420;0;13.42368661;7.53316412;5.136564515;37284.63316;543.7180787;19.00841896;11.26469444;0;37284.63316;5.004972307;2.808712608;1.915149236
445026;14.70982981;39192.50476;668.942218;326;0;15.73141758;3.609005544;5.68602425;39192.50476;576.5150748;17.06811601;8.317916958;0;39192.50476;6.165536585;1.41445967;2.228495325
445027;16.77301121;19091.8526;295.986766;187;0;6.632635852;19.09173703;4.706320626;19091.8526;320.2278576;15.5033025;9.794754022;0;19091.8526;1.26629306;3.644966292;0.898523797
445028;15.21735668;42628.86106;939.55449;465;40.5;13.68837704;8.463781542;5.21916672;42628.86106;648.6985837;22.04033762;10.90810283;0.950060569;42628.86106;5.83519923;3.608013674;2.22487133
445029;15.18277931;44226.71788;875.998824;511;0;13.6317653;10.15005901;5.955867995;44226.71788;671.4844973;19.80700504;11.55410178;0;44226.71788;6.028882382;4.489037964;2.634084935
445030;14.95556164;38644.21815;859.425476;465;0;16.62185104;0.896312465;5.959833073;38644.21815;577.9459865;22.23943237;12.03284792;0;38644.21815;6.423384378;0.346372944;2.303130894
445031;15.58804417;26659.08752;559.874154;336.4375;0;17.27731547;4.991707765;5.968619917;26659.08752;415.5630338;21.00124971;12.61999308;0;26659.08752;4.605974652;1.330743742;1.591179608
445032;15.16610289;42335.07845;798.497292;409.484375;48;11.41789083;10.8096035;7.049983665;42335.07845;642.0581555;18.86136323;9.672460521;1.133811528;42335.07845;4.83377304;4.576254123;2.984616116
445033;15.16401577;45506.56702;1071.718672;373;202;14.97609705;7.14477763;6.594833182;45506.56702;690.0623;23.55085743;8.196619178;4.438919769;45506.56702;6.81510764;3.251343021;3.001082182
445034;15.79471731;45425.63658;861.134258;326;240;14.89644467;8.893637833;5.716262105;45425.63658;717.4850884;18.95701025;7.176564261;5.283360192;45425.63658;6.766804819;4.0399916;2.59664845
445035;16.69666481;43034.28813;883.403546;138;532.5;17.54321592;5.799494455;6.638725901;43034.28813;718.5290842;20.5278996;3.206745272;12.37385404;43034.28813;7.549598084;2.495771154;2.856928432
445036;15.45501184;39679.71196;597.008008;466;0;14.80689692;4.275662029;7.738764045;39679.71196;613.2504184;15.04567393;11.74403686;0;39679.71196;5.875334049;1.696570378;3.070719282
445037;15.06864023;40261.34709;816.705926;188;128;15.9297762;5.108429171;6.720890411;40261.34709;606.6837546;20.28511177;4.669491052;3.17922795;40261.34709;6.413542486;2.0567224;2.705921016
445038;15.55009365;47087.40073;906.720152;0;0;14.18375055;4.110552502;4.678796881;47087.40073;732.2134911;19.25610966;0;0;47087.40073;6.678759461;1.935552329;2.203123836
445039;14.44251871;38053.2882;889.57721;0;0;14.18375055;8.118715503;3.854361163;38053.2882;549.5853269;23.37714432;0;0;38053.2882;5.397383476;3.089438209;1.466711162
445040;14.44251871;181.6234206;0;0;0;14.18375055;0;;181.6234206;2.62309965;0;0;0;181.6234206;0.025761013;0;0
445041;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0
445042;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0
445043;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0
445044;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0
445045;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0
445046;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0
545047;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0
545048;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0
545049;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0
545050;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0
545051;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0
545052;17.12185764;12908.53797;0;47;0;13.6571258;0;;12908.53797;221.0181495;0;3.641001026;0;12908.53797;1.762935269;0;0
545053;15.82344818;28340.13223;496.226618;140;115;13.95117417;0;;28340.13223;448.4386137;17.509679;4.939991066;4.057849804;28340.13223;3.953781206;0;0
545054;15.58461285;41041.28454;835.226918;513;0;13.36307743;5.713042059;6.891120299;41041.28454;639.6125303;20.35089611;12.49960877;0;41041.28454;5.484378629;2.344705847;2.82820429
545055;15.22007179;31882.33836;716.916732;465.84375;0;14.53927091;8.938250611;6.63834307;31882.33836;485.2514787;22.48632845;14.61134201;0;31882.33836;4.635459547;2.849723303;2.116458999
545056;15.62460041;30865.27085;782.107684;326;175.9;13.10043668;6.859090425;6.598217681;30865.27085;482.2575236;25.33940777;10.5620327;5.698961815;30865.27085;4.043485264;2.117076838;2.036557759
545057;15.23826504;52945.92736;1119.34408;661;0;13.10043668;6.859090425;6.598217681;52945.92736;806.8040738;21.14126876;12.48443521;0;52945.92736;6.936147689;3.631609034;3.493487541
545058;15.3103838;35045.0789;847.849856;185;368;13.60341015;5.984777617;6.891839125;35045.0789;536.5536081;24.19312162;5.278915209;10.50076106;35045.0789;4.767325821;2.097370038;2.415250459
545059;15.40516853;33054.25586;592.230768;0;409.2;8.958524063;10.52022936;6.581371028;33054.25586;509.2063823;17.91692938;0;12.37964641;33054.25586;2.961173465;3.477383529;2.175423219
545060;13.9733572;46810.49108;912.783572;596.296875;11.5;11.70360111;9.578095035;7.069112909;46810.49108;654.0997126;19.4995513;12.73853064;0.245671424;46810.49108;5.478513152;4.483553322;3.309086467
545061;15.01986122;38021.11355;668.7926467;558.5;0;17.04453928;4.343124647;6.765743757;38021.11355;571.0718491;17.59003312;14.68920681;0;38021.11355;6.480523633;1.651304354;2.572411117
545062;15.8058548;29080.72425;668.409372;327.8;0;18.48081441;2.432458888;6.541085731;29080.72425;459.6457049;22.98461917;11.2720714;0;29080.72425;5.374354677;0.707376662;1.902195104
545063;14.16002941;9141.476141;191.82456;140;0;17.76267684;3.163690789;6.901689444;9141.476141;129.443571;20.98398082;15.31481326;0;9141.476141;1.623770866;0.289208039;0.630916294
545064;13.60842133;29616.73694;535.216246;358;0;17.0349366;3.89492269;7.262293156;29616.73694;403.0370345;18.07141169;12.08775973;0;29616.73694;5.04519236;1.153549007;2.15085426
545065;15.13055897;33171.21583;767.904582;512.71875;0;18.18974443;4.332188982;6.993641278;33171.21583;501.8990371;23.14972674;15.45673673;0;33171.21583;6.033759383;1.437039757;2.319875843
545066;15.93384075;32951.57964;647.885614;466;0;14.13020833;8.40625;6.425446591;32951.57964;525.0452225;19.66174675;14.14196239;0;32951.57964;4.656126852;2.769992164;2.117286151
545067;17.18771172;47032.9423;979.88542;653;0;13.32569285;7.053552824;6.399796022;47032.9423;808.3886533;20.83402339;13.88388581;0;47032.9423;6.26746543;3.317493429;3.01001237
545068;18.0081892;41395.34698;773.894506;420;0;15.0005223;7.280894182;7.659444614;41395.34698;745.4552406;18.6952052;10.14606787;0;41395.34698;6.209518257;3.01395141;3.170653675
545069;16.64503479;19750.47027;405.844912;279.609375;0;14.40876162;18.19633792;7.185242518;19750.47027;328.7472648;20.54862018;14.15709961;0;19750.47027;2.845798181;3.593862311;1.419119187
545070;14.32648945;34814.69408;632.745438;420;0;15.67196689;17.78028834;6.564343249;34814.69408;498.7723474;18.17466604;12.06387162;0;34814.69408;5.456147328;6.19015299;2.28535602
545071;14.03243303;26214.04357;454.352272;325;0;13.70207809;15.6896577;7.494689326;26214.04357;367.8468109;17.33239936;12.39793468;0;26214.04357;3.591868719;4.112893704;1.964661125
545072;15.11964321;32749.31961;486.855878;373;0;11.45654064;17.70221599;7.319409849;32749.31961;495.1580279;14.86613718;11.3895496;0;32749.31961;3.75193911;5.797355293;2.397056925
545073;13.39853668;29639.7888;512.08338;326;0;12.63184042;11.74037081;6.31959646;29639.7888;397.1297974;17.27689031;10.99872885;0;29639.7888;3.744050821;3.479821111;1.873115043
545074;15.92730284;56000.78482;1205.389522;698;0;12.24407832;14.68352928;7.30816078;56000.78482;891.941459;21.52451123;12.46411103;0;56000.78482;6.856779954;8.222891635;4.092627392
545075;15.66917706;49463.65315;949.733686;561;0;11.54647368;11.2787538;7.573443816;49463.65315;775.054739;19.20063775;11.34166129;0;49463.65315;5.711307694;5.578883658;3.746101981
545076;16.29195023;51697.49319;1026.683998;697;0;15.13131437;5.37799317;7.058488686;51697.49319;842.2529858;19.8594542;13.48227848;0;51697.49319;7.822510216;2.780287653;3.649061708
545077;15.59748554;53925.44552;1186.50105;514;15;13.58007426;6.520808992;5.542329302;53925.44552;841.1013568;22.00261933;9.531678322;0.278161819;53925.44552;7.323115546;3.5163753;2.988725768
645078;14.4938879;25021.48973;500.360768;93;252;15.84535217;6.420890337;5.083989891;25021.48973;362.6586673;19.99724131;3.716805074;10.07134278;25021.48973;3.964743167;1.606602416;1.272090009
645079;15.63072062;46152.04905;982.972252;0;640;12.88770404;8.598737157;4.636871508;46152.04905;721.3897845;21.29856143;0;13.86720662;46152.04905;5.947939489;3.96849339;2.140011213
645080;15.16654205;41029.60636;873.261098;0;651;11.01465234;7.959982415;4.85195961;41029.60636;622.2772503;21.28368209;0;15.86659141;41029.60636;4.519268498;3.265949451;1.990739929
645081;14.90501928;46740.0143;1042.210028;0;719;12.37891534;3.648465521;5.997915163;46740.0143;696.6608144;22.29802544;0;15.38296491;46740.0143;5.785906801;1.705293306;2.803426405
645082;15.27617598;48769.02656;1028.797008;140;410;12.31212147;1.964239291;4.12537006;48769.02656;745.0042319;21.09529512;2.870674481;8.406975265;48769.02656;6.004501792;0.957940381;2.011902821
645083;14.4410677;26673.54778;486.764008;339.984375;0;11.95346141;9.315998675;5.662772981;26673.54778;385.1945091;18.24894131;12.74612503;0;26673.54778;3.18841224;2.484907357;1.510462457
645084;14.7198391;47712.32732;969.375492;545.046875;61;15.02729316;7.577865782;8.358016742;47712.32732;702.317781;20.31708673;11.42360697;1.278495589;47712.32732;7.169871299;3.615576125;3.987804305
645085;13.27602053;34064.02016;708.538188;418;0;15.23253758;10.9602122;7.381934892;34064.02016;452.2346309;20.80019283;12.271012;0;34064.02016;5.188814671;3.733488894;2.51458379
645086;13.54065275;42987.57629;730.035768;419;0;17.66389804;9.929878405;7.392620259;42987.57629;582.0798431;16.98248264;9.747002185;0;42987.57629;7.593281647;4.268614055;3.177908273
645087;15.14510155;30652.37553;374.021144;326;0;16.17642046;9.87082041;6.696315121;30652.37553;464.2333401;12.20202798;10.63539104;0;30652.37553;4.958457148;3.02564094;2.052579658
645088;16.04945374;39501.12276;895.401768;513;0;13.08369652;11.55385573;5.881976856;39501.12276;633.9714423;22.66775487;12.98697263;0;39501.12276;5.168207025;4.563902737;2.323446899
