TPH;TSPH;CuTC;CuSC;RS;HumC;CAA;CO3;FeSol                            ;Alsol                          ;TCur;TAgua;HumAglo;HumDin;Alt;p80;M100;M200;diasREfec;Diasreposo;RLix;CuTRip;RecRip;STock;UM100;UM200;UM300;UM430;UM440;UM445;UM450;UM455;UM460;UM470;UM480;UM800;BH;BI;DF;FM;GD;GR;PD;PT;SV;K;KSER;SER;CLO;ARC;ARCSER;CLOSER
74900;73402;0.5;0.4;72;2;31.7;0.3;0.3;0.3;18.6;19.5;5.8;5.7;6.4;17;9.2;5.9;36.2;1;1;0.2;65.3;16.7;0;0;0;0;2.8;76.4;0;20.8;0;0;0;0;0.7;0;0;0.1;99.2;0;0;0;0;98.4;1.6;0;0;0;0;0
71256;69830.9;0.5;0.4;72;2;31.7;0.3;0.3;0.3;18.9;20;5.9;5.6;6.4;17;9.2;5.9;35.4;1;1;0.2;70.3;23.4;0;0;0;0;0;76.8;0;23.2;0;0;0;0;10.4;0;0;4.5;85;0;0;0;0;77;23;0;0;0;0;0
73968;72488.6;0.5;0.4;68.1;2;31.7;0.3;0.3;0.3;17;19.3;5.6;5.9;6.2;17;9.2;5.9;38.5;0;1;0.2;69.7;29.5;0;0;0;0;2.9;72.6;0.2;21.2;3.1;0;0;0;6.1;0;0;4.3;89.7;0;0;0;0;83.6;16.4;0;0;0;0;0
64884;63586.3;0.5;0.3;63;2;31.7;0.3;0.3;0.3;17.5;19.5;5.7;5.8;5.9;17;9.2;5.9;28.8;1;0.9;0.1;72.2;36.5;0;0;0;0;7;66.8;0.5;18.3;7.4;0;0;0;0;0;0;3.9;96.1;0;0;0;0;92.7;7.3;0;0;0;0;0
70476;69066.5;0.5;0.3;65.5;2;31.7;0.3;0.3;0.3;18.3;21.5;6;5.5;5.4;17;9.2;5.9;35.5;1;1;0.2;66.5;23.8;0;0;5.5;7.7;7;58;5.2;9.6;6.6;0.4;0;0;0;0;0;1.6;98.4;0;0;0;0;95.5;4;0.5;0;0;0;0
66672;65338.6;0.5;0.3;67.6;2;31.7;0.3;0.3;0.3;19;23.9;6.3;5.2;5.5;17;9.2;5.9;34.6;1;1;0.2;66.5;49.9;0;0;16.1;5.5;17.6;36.8;3.5;9.6;10.5;0.3;0;0;0;0;0;0;100;0;0;0;0;94.1;0.7;5.2;0;0;0;0
67022.5;65682.1;0.5;0.3;66.6;2;31.7;0.3;0.3;0.3;19.3;20.1;5.9;5.6;5.1;17;9.2;5.9;36.3;0;1.1;0.2;63.3;82.7;0;0;20.9;0;25.2;26.1;0;14;13.7;0;0;0;0;0;0;0;100;0;0;0;0;91.6;0;8.4;0;0;0;0
68623.5;67251;0.5;0.3;66.8;2;31.7;0.3;0.3;0.3;19.7;20.2;6;5.5;5.3;17;9.2;5.9;35.6;1;1.1;0.2;60.2;98.9;0;0;0;19.8;0;66.6;0;0;13.6;0;0;0;0;0;0;0;100;0;0;0;0;100;0;0;0;0;0;0
69523.5;68133;0.5;0.4;67.1;2;31.7;0.3;0.3;0.3;18.2;20.2;5.8;5.7;5.3;17;9.2;5.9;35.6;1;1;0.2;59.1;88.8;0;0;0;19.8;0;66.6;0;0;13.6;0;0;0;0;0;0;0;100;0;0;0;0;100;0;0;0;0;0;0
73420.5;71952.1;0.5;0.4;67.1;2;31.7;0.3;0.3;0.3;20.3;22.3;6.3;5.2;5.8;17;9.2;5.9;35;2;1;0.2;61;92.3;0;0;0;19.8;0;66.6;0;0;13.6;0;0;0;0;0;0;0;100;0;0;0;0;100;0;0;0;0;0;0
73183;71719.3;0.5;0.4;68.5;2;31.7;0.3;0.3;0.3;19.9;24.9;6.5;5;6;20.6;5.3;5.9;34.7;2;0.9;0.2;65.9;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;
79970.5;78396.9;0.5;0.4;69.4;2;29;0.3;0.3;0.4;20.3;28.1;6.8;4.7;6.3;18.1;14.2;5.9;37.5;2;1;0.2;54.5;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;
74958.5;73621.8;0.6;0.4;71.2;1.8;30.6;0.3;0.3;0.4;20;25.8;6.4;5.1;6.2;18.8;7.5;5.9;38.5;1;1;0.2;74.1;80.8;0;0;0;0;8.7;77.5;4;9.7;0;0;0;0;0;0;0;0;100;0;0;0;0;100;0;0;0;0;0;0
77609.5;76206.6;0.5;0.4;72.4;1.8;31.5;0.3;0.3;0.3;20.7;26.3;6.5;5;6.2;21.1;6;5.9;38.8;0;1;0.1;76.8;71.9;0;0;0;0;7.9;76.7;4.4;10.6;0.4;0;0;0;0;0;0;0;100;0;0;0;0;100;0;0;0;0;0;0
72356;71383.4;0.6;0.5;80.7;1.3;43.6;0.3;0.5;0.5;20.3;25.8;6;5.5;6.2;21.4;7.4;5.9;39.1;0;1.1;0.1;77.1;43.5;0;0;0;0;1.9;80.1;3.9;12.3;1.8;0;0;0;0;0;0;0;100;0;0;0;0;100;0;0;0;0;0;0
85329.5;83515.1;0.6;0.4;65.9;2.1;44.8;0.3;0.5;0.5;18.8;26.2;6.6;4.9;6.8;20.1;9.1;5.9;39.8;1;0.9;0.2;69.6;21;0;0;0;0;0;93.2;0;6.8;0;0;0;0;0;0;0;0;100;0;0;0;0;100;0;0;0;0;0;0
82192.5;80991.7;0.5;0.4;70;1.5;36.1;0.3;0.5;0.4;20.7;26.1;6.1;5.4;6.9;19.4;11.2;5.9;40.9;0;1;0.1;73.5;15.2;0;0;0;0;2;89.5;3;4.1;1.4;0;0;0;0;0;0;0;100;0;0;0;0;100;0;0;0;0;0;0
85089;83387.2;0.5;0.4;70.6;2;39;0.3;0.4;0.4;18.5;26.3;6.5;5;7;19;11.1;5.9;42.5;2;1;0.1;77.3;12.3;0;0;0;0;3.1;87.2;5.3;2.4;1.9;0;0;0;0;0;0;0;100;0;0;0;0;100;0;0;0;0;0;0
80657.5;78986.4;0.5;0.4;70.9;2.1;48;0.3;0.6;0.6;18.3;26.2;6.5;5;7;19.7;13.8;5.9;42.3;1;1;0.1;77.3;19.2;0;0;0;0;1.7;87.9;8.1;2.4;0;0;0;0;0;0;0;0;100;0;0;0;0;100;0;0;0;0;0;0
83638.5;81771.4;0.5;0.4;73.3;2.2;36.6;0.3;0.4;0.4;18;24;6.4;5.1;7;20.2;11.3;5.9;43.2;1;1.1;0.1;77.3;11.2;0;0;0;0;1.9;85;9.6;3.4;0;0;0;0;0;0;0;0;100;0;0;0;0;100;0;0;0;0;0;0
92529;91095.7;0.5;0.4;73;1.5;39.5;0.3;0.4;0.4;17.8;22.6;5.6;5.9;7.2;19.8;8.6;5.9;44.2;2;1;0.1;75.4;9.4;0;0;0;0;3.5;83.2;9.8;3.5;0;0;0;0;0;1.9;0;0;98.1;0;0;0;0;98.1;1.9;0;0;0;0;0
73286.5;71768.6;0.6;0.4;65.8;2.1;37.2;0.3;0.5;0.5;17.5;25.1;6.3;5.2;6.7;19.4;8.6;5.9;43.7;2;1.2;0.1;81.6;21.1;0;0;0;0;17.4;76.2;5.6;0.7;0;0;0;0;0;18.7;0;0;81.3;0;0;0;0;80.5;19.5;0;0;0;0;0
76454.5;74871.9;0.5;0.4;69.9;2.1;53.4;0.2;0.7;0.7;17.2;23.3;6.1;5.4;6.3;20.2;5.6;5.9;45.5;1;1.2;0.1;74;46.1;0;3.9;6.1;0;0;86.7;3.3;0;0;0;0;0;0;0.1;0;0;91.6;8.4;0;0;0;82.2;17.8;0;0;0;0;0
78902;77618.5;0.5;0.4;72.9;1.6;33.2;0.2;0.4;0.4;18.3;20.6;5.5;6;6.4;20.1;7.1;5.9;42.9;1;1.1;0.2;63.8;13.5;0;0.1;0.2;0;10.5;89.1;0.1;0;0;0;0;0;0;1.8;0;0;98;0.2;0;0;0;94.7;5.3;0;0;0;0;0
78958;78020.7;0.5;0.4;76.2;1.2;32.7;0.2;0.4;0.4;18.5;21.1;5.2;6.3;6.3;21.1;8.9;5.9;42.8;0;1.1;0.2;68.4;4.7;0;0;0;0.3;22.8;68.6;1.3;7;0;0;0;0;0;23.2;0;0;71.2;0;5.6;0;0;73.3;26.7;0;0;0;0;0
71519.5;70505.5;0.7;0.5;67.8;1.4;45;0.3;0.5;0.5;18.5;21.8;5.4;6.1;6.1;22.6;4.3;5.9;43.8;0;1.2;0.1;85.7;10.6;0;0;0;0;14.7;81.8;2.7;0.7;0.2;0;0;0;0;14.1;0;0;72;0;13.9;0;0;51.4;48.6;0;0;0;0;0
74261.5;72960.2;0.6;0.3;58.9;1.8;30.5;0.2;0.4;0.4;18.2;22;5.8;5.7;6;22.2;7.8;5.9;44.3;0;1.2;0.1;84.2;16.9;0;0;0;0;15.1;62.1;7.6;9.7;5.5;0;0;0;0;14.1;0;0;76.2;0;9.7;0;0;60.6;39.4;0;0;0;0;0
74277;72774.5;0.7;0.5;69.1;2;38.1;0.3;0.4;0.4;19.6;23.3;6.3;5.2;6;22.8;5.8;5.9;42.7;2;1.2;0.2;75;19.1;0;0;0;0;12.9;59.1;9.2;11.7;6.8;0;0.4;0;0;10.4;0;0;79.3;0;10.3;0;0;65.5;34.5;0;0;0;0;0
76946;75786.4;0.6;0.4;71.2;1.5;30.5;0.3;0.4;0.4;19.4;22.4;5.7;5.8;6;21.1;8.7;5.9;41.9;2;1.1;0.1;80.6;24.5;0;0;0;0;6.8;51;13.5;17;10.1;0;1.5;0;0;0.4;0;0;87.8;0;11.8;0;0;78.7;21.3;0;0;0;0;0
76231;75092.6;0.6;0.5;83.6;1.5;29.3;0.3;0.4;0.4;18.4;19.1;5.2;6.3;6.1;22;7.3;5.9;42;2;1.1;0.2;72.4;20.1;0;0;0;0;7.9;45.1;16.7;11.6;11.8;0;6.9;0;0;0.2;0;0;92.9;0;6.9;0;0;70.6;29.4;0;0;0;0;0
65420;64195.5;0.5;0.4;79.5;1.9;30.9;0.2;0.4;0.3;17.8;23.4;6;5.5;6.1;20.9;8.9;5.9;40.8;3;1;0.1;72.4;13.1;0;0;0;0;9.5;36.9;21.1;4;14.2;0;14.3;0;0;0;0;0;100;0;0;0;0;59.2;40.8;0;0;0;0;0
77820;76448.7;0.4;0.3;72.2;1.8;25.7;0.3;0.3;0.3;19.2;25.1;6.2;5.3;5.9;20.9;9.5;4.7;44.1;3;0.5;0.1;70.2;16.6;0;0;0;0;11.4;64.7;5.6;9.5;1.5;0;7.3;0;0;3.8;0;0;95.6;0;0.6;0;0;66.8;33.2;0;0;0;0;0
86252;84587.3;0.5;0.3;63.2;1.9;37.1;0.3;0.4;0.4;18.5;25.6;6.3;5.2;6.1;18.9;9;3;46.4;2;1.1;0.1;73.5;6.2;0;0;0;0;5.6;69.2;11.8;11.4;0.5;0;1.5;0;0;0.4;0;0;99.5;0;0.1;0;0;96.3;3.7;0;0;0;0;0
77256;75655;0.6;0.4;63.6;2.1;32.7;0.2;0.4;0.4;18.3;23.8;6.3;5.2;6.1;19.4;3.3;1.4;43.5;1;1.1;0.1;81.6;13.3;0;0;0;0;6.5;79.8;13.6;0;0;0;0;0;0;0;0;0;100;0;0;0;0;100;0;0;0;0;0;0
79892;78184.2;0.6;0.4;76;2.1;34.4;0.3;0.3;0.4;17.8;21.3;6.1;5.4;6;19.3;6.2;3.4;41.8;1;1.1;0.2;67.8;9.4;0;0;0;0;0.3;62.8;6.4;30.4;0;0;0;0;0;0;0;0;100;0;0;0;0;100;0;0;0;0;0;0
79612;78131.5;0.6;0.4;70.2;1.9;33.3;0.3;0.3;0.3;17.9;22.2;5.9;5.6;6.1;19.6;7.2;2.9;43.8;0;1.1;0.1;82.8;21.7;0;0;0;0;0;70.9;17.8;5.8;5.5;0;0;0;0;14.7;0;0;85.3;0;0;0;0;100;0;0;0;0;0;0
78360;77040.2;0.5;0.4;74.7;1.7;29.2;0.3;0.3;0.3;17.6;23;5.7;5.8;5.9;19.1;4.7;2.5;45.9;2;1.2;0.2;70.3;24.8;0;0;0;0;0;71.1;18.6;3.6;6.6;0;0;0;0;15.3;0;0;84.7;0;0;0;0;100;0;0;0;0;0;0
95120;93545.2;0.6;0.4;73.9;1.7;30.2;0.3;0.4;0.4;16.7;26.2;5.9;5.6;6.4;20.5;6.9;3.3;40.5;2;0.9;0.1;80.3;45.5;0;0;0;0;0.3;63.7;16.3;5.3;13.9;0;0.4;0;0;5.6;0;0;94.4;0;0;0;0;100;0;0;0;0;0;0
93348;91608.8;0.5;0.4;74.5;1.9;37.5;0.3;0.4;0.4;16.2;26.8;6.2;5.3;6.6;20;9.6;6.5;40;1;0.8;0.1;79.9;41;0;0;0;0;3;68.6;8.9;8.2;11.1;0;0.3;0;0;2.7;0;0;97.3;0;0;0;0;97.3;2.7;0;0;0;0;0
95596;93834.8;0.6;0.4;72.5;1.8;41.6;0.5;0.4;0.4;16;27.4;6.2;5.3;6.9;19.6;9.1;6.8;42.4;2;0.9;0.2;71.9;36.2;0;0;0;0;3.8;71.9;4.4;12.7;7;0;0.2;0;0;0;0;0;100;0;0;0;0;93.6;6.4;0;0;0;0;0
93352;91631.7;0.5;0.3;68.1;1.8;39.8;0.4;0.5;0.5;16.1;29.3;6.4;5.1;6.8;19.1;10.2;7.9;46.2;1;1;0.1;76.8;36.1;0;0;0;0;0;69.4;9.7;17.3;3;0;0.5;0;0;0;0;0;100;0;0;0;0;90.5;9.5;0;0;0;0;0
104996;103369.3;0.7;0.5;76.5;1.5;35.1;0.4;0.3;0.4;16.1;28.8;6;5.5;7;18.9;11.7;7.5;39.6;1;0.8;0.1;80.3;45.7;0;0;0;0;0;58.1;17.2;6.7;15.4;0;2.5;0;0;0;0;0;100;0;0;0;0;99.6;0.4;0;0;0;0;0
98120;96661.3;0.5;0.3;73.8;1.5;32.8;0.3;0.4;0.4;16.5;28;5.9;5.6;7;19.5;7.4;3.7;37.9;0;0.8;0.1;72.8;28.8;0;0;0;0;0;95.6;0;0.4;3.9;0;0;0;0;0;0;0;100;0;0;0;0;100;0;0;0;0;0;0
101556;99991.2;0.5;0.3;69.8;1.5;34.2;0.3;0.3;0.4;16.9;26.7;5.9;5.6;7.2;19.4;11.2;4.3;41.5;1;0.8;0.1;77.9;19.5;0;0;0;0;0;92.8;2.5;1.3;3.3;0;0;0;0;0;0;0;76.4;0;0;23.6;0;99.4;0.6;0;0;0;0;0
98284;96894.4;0.5;0.4;77.4;1.4;33.3;0.3;0.3;0.3;16.7;26.9;5.8;5.7;7;20.1;7.3;3.8;41.5;0;0.9;0.1;82.6;25.5;0;0;0;0;1.5;85.4;1.5;3.1;8.5;0;0;0;0.5;0;0;0;84.2;0;0;15.3;0;99.7;0.3;0;0;0;0;0
100564;98827.2;0.4;0.3;72.2;1.7;27.5;0.3;0.3;0.3;15.9;27.3;6;5.5;7.2;19.2;12.2;5.3;35.4;1;0.7;0.1;82.5;36.3;0;0;0;0;8;85.4;0.2;1.4;5;0;0;0;26.8;0;0;0;68;0;0;5.1;0;100;0;0;0;0;0;0
95144;93857.9;0.6;0.4;71.4;1.4;35;0.4;0.3;0.3;16.9;31;6.1;5.4;7.2;19.7;13.1;9.4;32.7;1;0.7;0.1;83;97.1;0;0;0;0;0;92.4;0;0;7.6;0;0;0;0;0;0;0;9.9;0;0;90.1;0;100;0;0;0;0;0;0
99404;97911.2;0.5;0.4;68.6;1.5;42;0.4;0.5;0.4;16;35.7;6.7;4.8;7.1;18.3;14.2;10.1;36.1;0;0.7;0.1;81.1;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;
104696;102962.5;0.6;0.4;74;1.7;44.1;0.4;0.4;0.5;15.9;37.3;7;4.5;7.2;17.6;13;9.7;39.2;0;0.8;0.1;75.8;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;
95960;94455.8;0.5;0.4;73;1.6;36.1;0.4;0.4;0.4;15.9;39.1;7.1;4.4;7.3;18.6;13.2;9.2;31.7;1;0.7;0.1;75.1;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;
102232;100811.2;0.6;0.4;73.2;1.4;38.3;0.3;0.4;0.4;18.5;40.3;7.3;4.2;7.3;18.8;14.5;9.7;31;0;0.6;0.1;77.9;99.6;0;0;38.7;0;36.5;0;0;24.8;0;0;0;0;0;0;0;0;100;0;0;0;0;37.2;5.9;0;56.9;0;0;0
99444;97865.5;0.6;0.4;71.4;1.6;37.9;0.4;0.3;0.3;18.7;39;7.4;4.1;7.2;17.8;12.3;7.8;35.5;0;0.7;0.1;78.5;96.5;0;0;38.7;0;36.5;0;0;24.8;0;0;0;0;0;0;0;0;100;0;0;0;0;37.2;5.9;0;56.9;0;0;0
109264;107451.2;0.5;0.4;70.8;1.7;36;0.4;0.4;0.3;18.8;40.3;7.6;3.9;7.2;19.5;15;12.2;39;0;0.8;0.1;76.3;91.6;0;0;14.4;0;37.5;0;0;48.1;0;0;0;0;0;0;0;0;100;0;0;0;0;69.2;11.7;0;19.2;0;0;0
95868;94328.1;0.6;0.4;68.8;1.6;33.4;0.3;0.3;0.3;19.1;41.1;7.6;3.9;7.1;18;13.9;8.7;30.5;1;0.6;0.1;76.3;92.6;0;0;39.4;0;36.4;0;0;24.2;0;0;0;0;0;0;0;0;100;0;0;0;0;36.5;5.7;0;57.8;0;0;0
107916;106355.2;0.5;0.4;72.2;1.4;31.7;0.4;0.3;0.4;18.6;42;7.5;4;6.6;19.1;12.3;8.3;29.2;1;0.5;0.1;75.9;97.1;0;0;63.4;0;35.4;0;0;1.2;0;0;0;0;0;0;0;0;100;0;0;0;0;5.1;0;0;94.9;0;0;0
103024;101400.4;0.5;0.4;68.7;1.6;32.2;0.4;0.3;0.4;17.3;37.1;7;4.5;6.7;18.6;14.6;9.4;29.1;0;0.6;0.1;74.8;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;
111148;109203.3;0.5;0.3;61.8;1.7;35.1;0.4;0.4;0.4;16.4;37.2;7.1;4.4;6.1;18.4;7.6;4.3;36.2;0;0.7;0.1;76.9;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;
101980;100455.9;0.5;0.4;67.6;1.5;33;0.4;0.4;0.4;15.8;38.3;6.9;4.6;6.9;17.8;11.5;8.3;36;2;0.7;0.1;78.5;96;0;0;0;0;0;95.7;0;4.3;0;0;0;0;0;0;0;0;100;0;0;0;0;100;0;0;0;0;0;0
105148;103216;0.5;0.3;66.1;1.8;37.1;0.4;0.4;0.4;16;39.4;7.4;4.1;7.2;17;16.4;11.2;34.2;1;0.7;0.1;76.1;88.1;0;0;0;0;0;95.7;0;4.3;0;0;0;0;0;0;0;0;100;0;0;0;0;100;0;0;0;0;0;0
106948;105122.2;0.5;0.3;71.2;1.7;32.7;0.4;0.4;0.4;16;32.7;6.6;4.9;7.1;18.5;15.6;10.9;31.8;1;0.6;0.1;79;88.6;0;0;0;0;0;99.5;0;0.5;0;0;0;0;0;0;0;0;100;0;0;0;0;100;0;0;0;0;0;0
106108;104408.7;0.5;0.3;64.1;1.6;37.3;0.4;0.4;0.4;7.3;22.5;4.6;6.9;7.2;17.6;16.4;10.2;34.1;0;0.6;0.1;74.4;86.6;0;0;0;0;0;84.5;0;7.4;8.1;0;0;0;0;0;0;0;100;0;0;0;0;100;0;0;0;0;0;0
103772;101959.1;0.4;0.3;63.8;1.7;35.5;0.4;0.3;0.4;8.7;40.1;6.6;4.9;7.2;18.1;16.4;10.7;32.4;1;0.6;0.1;71.3;85.9;0;0;0;0;0;74.4;0;12.2;13.4;0;0;0;0;0;0;0;100;0;0;0;0;100;0;0;0;0;0;0
97012;94840.6;0.6;0.4;76.3;2.2;31.1;0.4;0.3;0.3;13.6;40.8;7.7;3.8;7.2;18.4;16.8;10.1;31.8;0;0.6;0.1;77.2;89.1;0;0;0;0;24;49.9;18.1;0;4.4;0;3.6;0;0;0;0;0;100;0;0;0;0;100;0;0;0;0;0;0
101728;99864.4;0.7;0.5;71.1;1.8;42.4;0.8;0.3;0.3;15.7;40.7;7.5;4;6.5;16.6;17.3;14;33.9;1;0.6;0.2;71.4;93.1;0;0;0;0;24;49.9;18.1;0;4.4;0;3.6;0;0;0;0;0;100;0;0;0;0;100;0;0;0;0;0;0
101544;99887.3;0.6;0.4;68.8;1.6;38.1;0.5;0.3;0.4;16;39.9;7.2;4.3;7.1;18.5;14.4;9.2;34.3;3;0.7;0.2;74.8;91.4;0;0;0.1;4.5;15.6;46.5;8.6;1.6;8.3;13.9;1;0;0;0;0;0;100;0;0;0;0;100;0;0;0;0;0;0
105328;103030.5;0.5;0.3;57.7;2.2;30.4;0.5;0.3;0.3;15.8;37.3;7.5;4;7.2;17.6;12.3;9.8;35.9;2;0.6;0.1;72.8;65.1;0;0;0.1;4.5;15.6;46.5;8.6;1.6;8.3;13.9;1;0;0;0;0;0;100;0;0;0;0;100;0;0;0;0;0;0
101740;100331.3;0.5;0.3;63.9;1.4;25.7;0.4;0.3;0.3;16.6;34.4;6.5;5;7.1;18.1;11.5;6.7;40.8;1;0.8;0.1;71.6;93.8;0;0;0.1;4.5;15.6;46.5;8.6;1.6;8.3;13.9;1;0;0;0;0;0;100;0;0;0;0;100;0;0;0;0;0;0
105092;103559.1;0.4;0.3;62.9;1.5;29.2;0.4;0.3;0.3;16.6;34.9;6.6;4.9;7.2;18.9;10.1;7.4;33.1;2;0.7;0.1;71;92.7;0;0;0;0;23.7;43.2;0;0;0;18.8;14.3;0;0;0;0;0;100;0;0;0;0;100;0;0;0;0;0;0
103728;102076.9;0.5;0.3;62.3;1.6;34.3;0.5;0.3;0.4;16.8;29.9;6.3;5.2;7.2;16.8;12.7;7.9;37.8;2;0.7;0.1;73.9;88.3;0;0;1;0;23.7;45.2;0;0.3;0;16.9;12.9;0;0;0;0;0;100;0;0;0;0;99.4;0.6;0;0;0;0;0
103168;101360.4;0.5;0.3;69.2;1.8;29.2;0.4;0.3;0.3;15.1;28.8;6.1;5.4;7.2;17.8;9.9;7.8;37.2;1;0.7;0.1;72.8;95.2;0;0;9.9;0;23.8;63.4;0;2.9;0;0;0;0;0;0;0;0;100;0;0;0;0;93.8;6.2;0;0;0;0;0
104672;102284.8;0.4;0.2;57.4;2.3;26.3;0.2;0.3;0.3;17;29.7;6.9;4.6;7.2;15.7;10.9;5.9;33;1;0.7;0.1;70.9;43.6;0;0;15.4;0;35.8;38.1;10.2;0.4;0;0;0;0;0;0;0;0;84.3;0;0;15.7;0;47;53;0;0;0;0;0
104156;102026;0.5;0.3;66.9;2;34.5;0.3;0.4;0.4;16.8;34.7;7.2;4.3;7.3;17.6;10.7;6.3;28.8;1;0.5;0.2;67.3;56.2;0;0;15.5;0;36.1;37.6;10.4;0.4;0;0;0;0;0;0;0;0;84;0;0;16;0;46;54;0;0;0;0;0
103820;102047.4;0.6;0.5;76.7;1.7;45.8;0.3;0.4;0.5;15.8;30.6;6.3;5.2;7.2;18.2;16.7;6.6;42.7;1;0.8;0.2;75;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;
105204;103690.4;0.5;0.4;72.7;1.4;49.4;0.4;0.5;0.4;15.8;34.6;6.5;5;6.9;20.1;8.6;4.8;38.7;0;0.8;0.1;77.7;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;
106484;104885.7;0.5;0.3;70.5;1.5;43.4;0.4;0.4;0.4;15.8;36.4;6.7;4.8;6.8;18.2;13.3;10.6;39;0;0.7;0.1;73.3;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;
105276;103802.2;0.5;0.4;72.1;1.4;37.7;0.4;0.3;0.3;16.9;36.4;6.7;4.8;7.2;19;11.3;6;42;1;0.8;0.2;71;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;
101256;99424.3;0.6;0.4;70.2;1.8;33.2;0.4;0.4;0.3;16.2;35.4;7;4.5;7;18.3;8.9;5.7;40;2;0.8;0.2;72.4;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;
102924;101114.5;0.5;0.4;69.4;1.8;34.3;0.4;0.4;0.3;16.5;35;6.9;4.6;7.1;19;11.7;8.4;40.7;2;0.8;0.2;70.8;78.8;0;0;16.4;0;12.2;71.4;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;57.2;42.8;0;0;0;0;0
102552;100960.4;0.7;0.5;71.5;1.6;35.9;0.4;0.4;0.3;16.6;36.1;6.8;4.7;7.1;17.1;13.4;10.2;38.9;1;0.7;0.2;75;63.3;0;0;18.7;0;17;58.9;0.2;0;4.8;0;0.4;0;0;0;0;0;99.4;0;0;0.6;0;69.4;30.6;0;0;0;0;0
105500;103766.4;0.7;0.5;73.7;1.6;44;0.6;0.4;0.4;16.8;37.3;7;4.5;7.1;17.6;14.4;10.7;42.6;0;0.9;0.3;66.3;72.2;0;0;8;0;5.6;83;0.1;0;2.9;0;0.3;0;0;0;0;0;99.6;0;0;0.4;0;95.8;4.2;0;0;0;0;0
78532;77232.2;0.7;0.5;74.1;1.7;47.6;0.6;0.3;0.4;15.7;37.1;6.9;4.6;6.8;17.2;10.5;5.9;43.2;1;1.1;0.2;71.3;81.9;0;0;2;0;0;88.2;9.5;0.2;0.1;0;0;0;0;0;0;0;100;0;0;0;0;97.9;2.1;0;0;0;0;0
70872;69543;0.9;0.7;76;1.9;44;0.7;0.3;0.4;18.3;41.7;7.9;3.6;5.3;18;10.9;5.3;43.5;0;1.2;0.2;77;96.9;0;0;0;0;0;79.6;19.7;0.5;0.2;0;0;0;0;0;0;0;100;0;0;0;0;98.2;1.8;0;0;0;0;0
70136;68837.2;0.9;0.6;73.5;1.9;37.6;0.7;0.3;0.3;18.8;45.5;8.3;3.2;5.3;17.7;9.7;8.1;42.5;0;1.4;0.2;74;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68260;66874;0.9;0.8;80.3;2;46.1;0.7;0.3;0.4;20.8;45.7;8.7;2.8;5.6;16.2;13.5;11.5;43.3;1;1;0.2;77.2;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;
111476;109357.2;0.7;0.6;83.5;1.9;43.8;0.4;0.5;0.4;18.8;42.9;8.1;3.4;6.3;19.7;16.3;10.7;43.8;1;0.9;0.2;73.7;35.6;0;0;0;0;58.8;0;41.2;0;0;0;0;0;0;0;0;0;99.7;0;0;0.3;0;0;100;0;0;0;0;0
97712;96001.3;0.8;0.6;78.5;1.8;55;0.4;0.5;0.5;19;43.3;8;3.5;7.1;17.8;18.6;9.8;43.6;1;0.9;0.2;80.6;14.3;0;0;5.8;0;63.4;17.7;12.2;0.9;0;0;0;0;14.9;0.8;21.7;0;53.6;0;0;9;0;48.1;45;6.9;0;0;0;0
102004;100333.8;0.7;0.6;78.7;1.6;45.9;0.4;0.5;0.5;18.7;37.1;7.2;4.3;7.1;16.2;18.9;8.9;50.3;0;1;0.2;79.8;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;
99664;98241.5;0.6;0.5;75.7;1.4;39.2;0.4;0.4;0.4;18.5;35.1;6.8;4.7;6.8;15.8;21.8;12.8;49.4;0;1.1;0.1;76.6;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;
95732;94583.5;0.5;0.4;70.7;1.2;35.2;0.4;0.4;0.4;18;35.3;6.5;5;7.1;16;19.3;8.8;44.5;2;1;0.1;72.4;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;
97968;96801.2;0.6;0.5;76.1;1.2;45.4;0.5;0.4;0.5;18.6;35;6.6;4.9;7.2;18.7;15.3;9.6;53.6;2;1.2;0.1;78.1;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;
97820;96264.1;0.7;0.5;68.2;1.6;40.4;0.4;0.4;0.4;19.7;35.6;7.1;4.4;7.2;18.2;10.3;7.6;53.4;2;1.2;0.2;75.4;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;
