TPH;TSPH;CuTC;CuSC;RS;HumC;CAA;CO3;FeSol                            ;Alsol                          ;TCur;TAgua;HumAglo;HumDin;Alt;p80;M100;M200;diasREfec;Diasreposo;RLix;CuTRip;RecRip;STock;UM100;UM200;UM300;UM430;UM440;UM445;UM450;UM455;UM460;UM470;UM480;UM800;BH;BI;DF;FM;GD;GR;PD;PT;SV;K;KSER;SER;CLO;ARC;ARCSER;CLOSER
103816;100985.9;0.5;0.3;62.8;2.7;27.2;0.2;0.3;0.3;25.4;41.1;9.4;2.1;8;13.5;10.7;7.4;69;5;1.3;0.1;76;17.7;0;0;0.7;4;52.8;23.6;1.4;0.2;0.3;14.3;2.7;0;0;14.9;0;0;59;0;0;26.1;0;70.5;27.3;2.2;0;0;0;0
97188;94851.5;0.5;0.3;55.2;2.4;34.7;0.2;0.3;0.5;25.1;40.7;9;2.5;7.9;14.3;7.6;5;64.6;4;1.3;0.2;59.7;27.6;0;0;0;12;45.8;17.1;5.9;0;0;9.3;10;0;0;0;0;0;53.2;0;0;46.8;0;38.6;53;8.4;0;0;0;0
100768;97856.2;0.6;0.4;69.6;2.9;53.6;0.3;0.4;0.7;25;38.4;9.2;2.3;7.9;14.7;9.9;7.2;29.1;3;0.6;0.2;65.6;20.8;0;0;1.1;6;53.9;18.9;1.2;0.7;0;15.1;3.1;0;0;30.4;0;0;51.9;0;0;17.7;0;62.3;32.7;5;0;0;0;0
102804;99512.9;0.7;0.6;75.4;3.2;43.8;0.3;0.3;0.7;24.7;40.6;9.7;1.8;8;15.1;8.8;5.8;49.2;2;1;0.2;78.1;7.3;0;0;1.3;1.9;44.9;21.2;5.6;0;0.1;24.8;0.1;0;5.2;15.2;0;0;62.6;0;0;17;0;70.7;22.8;6.5;0;0;0;0
96976;93360.2;0.6;0.4;65.4;3.7;32.8;0.3;0.3;0.4;25.1;40.6;10.3;1.2;7.9;15;6.8;4.9;50.1;2;1.1;0.1;77.5;12.2;0;0;3.8;3.5;47;23.9;5.5;0;0.3;15.7;0.3;0;14.6;2.1;0;0;71;0;0;11.9;0.4;72.9;23.6;3.5;0;0;0;0
95972;92716.9;0.6;0.4;65.2;3.4;40.1;0.2;0.3;0.5;17.6;35.2;8.7;2.8;7.9;15.1;8.6;6.3;50.3;2;1.1;0.2;71.9;5.7;0;0;0;19.4;50.9;16.2;8.8;0.2;3.1;1.5;0;0;6.4;30.6;0;0;21.2;0;0;20.7;21;85.4;3;11.6;0;0;0;0
96608;92793.1;0.5;0.3;65.1;3.9;29.6;0.2;0.3;0.4;20.7;37.3;9.8;1.7;7.8;15.2;7.6;5.3;69.5;6;1.5;0.1;71.6;5.7;0;0;0;12.9;67.6;14.7;1.4;0.3;0;3.1;0;0;15;39;1.8;0;17.4;0;0;10.5;16.3;73.3;0.8;25.8;0;0;0;0
93392;90311.2;0.5;0.3;62.8;3.3;38.7;0.2;0.4;0.5;17.5;31.1;8.2;3.3;3.9;15.3;11.3;7.3;48;5;1;0.2;68;18.2;0;0;0;10;68.6;20;0;0;0;1.4;0;0;28.2;5.3;20.1;0;8.8;0;0;5.7;32;89.1;0;10.9;0;0;0;0
98076;94869.1;0.6;0.5;74.2;3.3;33.6;0.2;0.2;0.3;19.6;33.3;8.6;2.9;7.8;15.2;11;5.2;74.3;3;1.5;0.1;83.2;6.8;0;0;0;14;49.4;25;11.6;0;0;0;0;0;18.2;0.7;28.6;0;46.9;0;0;0.2;5.4;96.3;3.6;0.1;0;0;0;0
101832;98951.2;0.5;0.4;73;2.8;31.2;0.3;0.2;0.2;17.9;34.4;8.1;3.4;7.4;15.2;7.5;4.7;65.3;3;1.3;0.1;81.8;14.5;0;0;3;8;52.1;30.8;6.1;0;0;0;0;0;21.1;0.3;26.1;0;45.4;0;0;1.3;5.8;88.8;8.4;2.8;0;0;0;0
87076;84955.6;0.4;0.3;64.6;2.4;61.4;0.4;0.5;0.6;24.1;37.3;8.6;2.9;7.6;15.4;13.6;7.3;49.9;1;1.2;0.1;72.4;31.7;0;0;10.3;9.2;65.7;13.7;1.2;0;0;0;0;0;0;0;11.5;0;46.5;0;0;9.9;32.1;59.7;19.7;20.5;0;0;0;0
101588;98666.5;0.4;0.2;58.1;2.9;48.9;0.4;0.4;0.6;25.3;36.6;9.1;2.4;7.7;14.7;9.7;5.7;54.9;2;1.1;0.1;68.6;24.5;0;0;9.3;5.8;57.4;19.7;5.1;2.6;0;0;0;0;0;0;28.2;0;36.5;0;0;14.9;20.4;73.3;10.5;16.3;0;0;0;0
102344;100111.1;0.4;0.2;57.1;2.2;25;0.4;0.1;0.2;23.5;39.5;8.5;3;7;11.9;20.3;5.9;60;2;1.1;0.1;74.1;20.5;0;0;7.2;2.9;54.5;24.2;7.4;3.7;0;0;0;0;0;0;33.2;0;26.3;0;0;30.1;10.4;85.3;3.5;11.2;0;0;0;0
102380;100419.4;0.4;0.2;50.2;1.9;35.4;0.5;0.3;0.4;21.8;37.2;7.8;3.7;7.8;13;10.7;6.1;30;2;0.6;0.1;74.8;28.1;0;0;0;0;67.8;26.3;6;0;0;0;0;0;0;0;1.9;0;9;0;0;89.1;0;100;0;0;0;0;0;0
99344;96295.7;0.4;0.2;51.1;3.1;37.7;0.3;0.3;0.4;26.2;34.2;9.1;2.4;7.8;14.2;12.9;9.9;28.2;6;0.6;0.1;64.5;32.7;0;0;0;0;75.7;17.1;1.6;2.3;0;3.3;0;0;0;0;17.3;0;22.3;0;0;60.4;0;92.8;6.6;0.6;0;0;0;0
100728;98548.7;0.4;0.2;47.2;2.2;26.9;0.3;0.3;0.4;20.1;30.8;7.3;4.2;7.8;12.8;13.1;8.8;39.1;6;0.8;0.1;61.8;25.1;0;0;5.6;2.1;79.1;8.7;0.8;1.5;0;2.2;0;0;1.8;0;11.2;0;50.6;0;0;25.9;10.4;94.6;5;0.4;0;0;0;0
97624;95396.8;0.4;0.2;54.5;2.3;22.3;0.3;0.2;0.3;24;34.1;8.1;3.4;7.7;13.5;10.7;6.7;46.4;4;0.9;0.1;71.1;5.2;0;0;1.7;1.7;80.3;10.6;5.1;0;0.6;0;0;0;6.4;0;0;0;85.1;0;0;0;8.5;97.7;1;1.3;0;0;0;0
95488;92406.6;0.4;0.2;54.8;3.2;39.5;0.3;0.4;0.6;24.2;34.8;9.1;2.4;7.8;13.5;12.3;7.5;35.4;3;0.7;0.1;71.1;23.7;0;0;0.1;0.4;79.4;17.8;2;0;0.2;0;0;0;19.8;0.2;0;0;66.3;0;0;11.5;2.2;98.4;0.3;1.3;0;0;0;0
94084;91365.1;0.5;0.2;46.8;2.9;37.7;0.2;0.3;0.5;24.2;31.7;8.5;3;7.7;14.4;15.3;8;27.4;2;0.6;0.1;79;9.2;0;0;0.1;0;77.3;15.7;2.5;0;0;4.4;0;0;0.6;3.4;0;0;89.3;0;0;6.8;0;85;6.9;8.1;0;0;0;0
93784;90554.6;0.4;0.2;51.3;3.4;33.4;0.2;0.3;0.5;24.4;34.8;9.4;2.1;7.7;14;14.2;10.6;37.9;3;0.8;0.1;68.8;12.8;0;0;3.2;5.7;74.2;10.5;2.1;0;0;4.2;0;0;0;7;0;0;86.9;0;0;6;0;75.8;4.6;19.6;0;0;0;0
96096;92997.6;0.6;0.3;53.1;3.2;38.7;0.3;0.4;0.5;23.6;33.6;8.9;2.6;7.6;11.1;20.7;14.7;46.1;2;1;0.2;68.8;23.6;0;0;8;14.5;68;3.9;2.1;0.3;0;3.1;0;0;0;19;0;0;72.9;0;0;8.1;0;60.4;0.1;39.4;0;0;0;0
98876;95905.2;0.5;0.2;50.2;3;47.5;0.3;0.3;0.4;24.5;33.1;8.8;2.7;7.9;11.5;11.3;8.8;44.7;3;0.9;0.2;55.8;39.2;0;0;0;0;67.2;23.6;7;2.2;0;0;0;0;0.7;46.5;0;0;26.7;0;0;25.7;0.4;73.7;0.8;25.5;0;0;0;0
94228;89904.2;0.5;0.2;49.1;4.6;31.7;0.3;0.3;0.4;20.7;34.8;10.1;1.4;7.8;12.9;16.4;9.7;40.3;6;0.9;0.2;66.6;42.9;0;0;0.6;0;84.2;13.3;1.1;0;0;0.8;0;0;19.5;9;0;0;54.7;0;0;5.1;11.7;58.1;0;41.9;0;0;0;0
99788;95584.2;0.5;0.3;57.2;4.2;28.1;0.4;0.3;0.4;23.4;36.3;10.2;1.3;7.8;12.1;11.4;7.5;47.1;5;1;0.2;67.5;68.6;0;0;0.1;6.2;54.7;13.4;14.5;1.6;9.2;0.3;0;0;0;12.6;0;0;29.1;0;0;58.3;0;93.4;0;6.6;0;0;0;0
100588;96542.5;0.5;0.2;54;4;28.1;0.3;0.2;0.3;24.2;35.6;10;1.5;7.8;14;10;7.8;45.1;4;0.9;0.2;62;55.2;0;0;0;1;65.4;24.9;0.4;7.8;0.4;0;0;0;0.4;39.4;0;0;34.4;0;0;25.8;0;87.1;0;12.9;0;0;0;0
96620;94265.7;0.5;0.3;58.8;2.4;33.9;0.3;0.3;0.4;23.1;35.4;8.3;3.2;7.7;14.7;10.6;7.4;56.1;3;1.2;0.2;66.7;26.4;0;0;0;12.8;24.8;40.9;5.1;11.2;5.2;0;0;0;4.6;43;0;0;25.2;0;0;27.2;0;79.7;0;20.3;0;0;0;0
91588;89444.2;0.7;0.4;63.5;2.3;43.9;0.3;0.4;0.5;24.4;35.3;8.3;3.2;7.6;13.5;11.7;7.6;51.2;2;1.1;0.2;74.1;20.8;0;0;0;10.8;25.5;26.9;13.8;12.1;10.8;0;0;0;1;12.2;0;0;5.5;0;0;81.2;0;79.4;0;20.6;0;0;0;0
98436;96176.4;0.6;0.4;62.5;2.3;38.5;0.3;0.3;0.4;24.9;35.7;8.3;3.2;7.7;13.9;9.7;5.3;54.6;2;1.1;0.2;70.9;37.4;0;0;0;6.4;40.1;30.7;13;5.9;3.8;0;0;0;0;1.1;0;0;0;0;0;98.9;0;88.4;1;10.6;0;0;0;0
97172;94822.7;0.7;0.5;68.9;2.4;38.6;0.3;0.3;0.4;24;35.6;8.4;3.1;7.7;14.2;10.3;5.5;47.5;2;1;0.2;66;41.1;0;0;0;3.2;54.2;24;11.6;4.6;2.5;0;0;0;0;0;0;0;0;0;0;100;0;84.5;4.9;10.6;0;0;0;0
88641;86387.4;0.5;0.3;58.9;2.5;30.3;0.3;0.2;0.3;24.3;36.3;8.6;2.9;5.4;15.3;10.8;6.3;41.6;3;0.9;0.2;65.7;35.8;0;0;0;0;70.8;1.3;11.8;7.9;8.3;0;0;0;0;0.1;0;0;0;0;0;99.9;0;67;12.8;20.2;0;0;0;0
111321;108496.7;0.6;0.4;59.4;2.5;29.5;0.4;0.3;0.3;25;36.8;8.7;2.8;7.8;14.2;10.6;8.3;41.2;7;0.8;0.2;69.4;21.1;0;0;0;0;69.7;5.6;10.4;1.1;13.2;0;0;0;0;22.4;0;0;15.3;0;0;62.3;0;91.9;7.6;0.5;0;0;0;0
95732;91899.4;0.5;0.3;47.9;4;36.9;0.3;0.3;0.4;25.8;36.6;10.2;1.3;7.9;12.6;24;16.4;41.7;9;0.9;0.2;60;25.6;0;0;0;0;86.8;5.9;0.1;0.7;6.4;0;0;0;0;47.1;0;0;25;0;0;27.9;0;95;4;1;0;0;0;0
109586;106554.4;0.6;0.3;49.8;2.8;32.4;0.3;0.3;0.3;25.3;36.7;9;2.5;7.9;13;6.4;4.3;45;9;0.9;0.3;50.6;16.9;0;0;0;2.3;92.5;3.4;0;0;1.8;0;0;0;0;59.4;0;0;36.3;0;0;4.3;0;94;4;2;0;0;0;0
86318;84190.1;0.7;0.4;63.7;2.5;56;0.3;0.4;0.7;27.2;37.1;8.9;2.6;7.9;13;6.4;5.9;48.5;3;1;0.3;51.7;17.6;0;0;0;1.4;89.5;6.5;0.4;2.2;0;0;0;0;0;50.9;0;0;47.7;0;0;1.4;0;90.9;3.2;5.9;0;0;0;0
99552;97166.4;0.7;0.5;66.3;2.4;40.9;0.3;0.3;0.4;24.7;37.9;8.7;2.8;7.9;17;9.1;7.1;47.4;3;1;0.2;73.1;31.5;0;0;0;0;84;7.2;3.6;5.3;0;0;0;0;0;43.5;0;0;54.6;0;0;1.9;0;89.3;2;8.7;0;0;0;0
97758;95215.5;0.6;0.4;67.3;2.6;41.6;0.4;0.4;0.4;24.4;39.2;9;2.5;2.8;13.8;8.9;6.4;37.5;5;0.8;0.3;46;24.1;0;0;0;15.3;56.7;15.1;7.9;5;0;0;0;0;0;23.1;0;0;39.1;0;0;37.9;0;83.1;5.5;8.8;2.6;0;0;0
102584;99080.2;0.4;0.3;71.3;3.4;26.4;0.2;0.2;0.3;23.6;35.6;9.3;2.2;6.9;15.1;7.6;5;41;8;0.9;0.1;73.5;20;0;0;0;3.2;83.2;11.1;0.6;1.9;0;0;0;0;1.7;15.2;10;0;17.4;0;0;55.8;0;84.4;15.6;0;0;0;0;0
100088;97576;0.5;0.3;69.4;2.5;31.5;0.2;0.3;0.4;22.3;34.2;8.2;3.3;6.9;14.7;9.5;7.1;54.6;3;1.3;0.1;72.2;41.8;0;0;0;0;58.2;23.1;7.9;7.4;3.4;0;0;0;6.9;17.9;0.1;0;15.5;0;0;59.6;0;89.2;9.2;1.6;0;0;0;0
101984;100219.1;0.5;0.4;70.5;1.7;34.2;0.2;0.2;0.3;25.5;35.6;7.8;3.7;7.6;15;11.9;6.8;55.5;4;1.2;0.1;70;19.2;0;0;0;0;41;33.5;9.1;7.9;8.4;0.1;0;0;17.9;7.4;0;0;10.8;0;0;63.9;0;73.5;22.6;3.9;0;0;0;0
98220;96532.1;0.5;0.4;78.1;1.7;34.2;0.2;0.3;0.4;24.9;38;8;3.5;7.6;15.3;10.4;5.8;81.5;2;2;0.1;85.5;1;0;0;0;0;47.6;36.7;9.5;0;0;6.2;0;0;21.4;27.2;0;0;12.1;0;0;39.2;0;79.5;20.5;0;0;0;0;0
99976;98145.9;0.6;0.4;71.7;1.8;28.1;0.2;0.2;0.3;24.6;37;8;3.5;7.6;16.1;8.6;5;86.2;3;1.7;0.1;78.7;0;0;0;0;0;43;38.7;11.6;0;0;6.6;0;0;30.3;22.4;0;0;5.9;0;0;41.4;0;73.9;24.6;1.5;0;0;0;0
105292;103288.6;0.5;0.4;70.6;1.9;24.1;0.2;0.2;0.2;23.8;40.5;8.3;3.2;7.6;16.2;7.3;4.2;90.8;3;1.8;0.1;83.6;0;0;0;0;0;59;33;7.7;0;0;0.3;0;0;44.3;5.5;0;0;21.4;0;0;28.8;0;77.7;14.7;7.7;0;0;0;0
101136;98353.4;0.6;0.4;72;2.8;32.4;0.3;0.2;0.3;23.8;31.3;8.3;3.2;7.7;15.9;11.5;7.1;88.3;6;1.7;0.1;72.4;29.5;0;0;0;0;82.1;11.8;5.8;0;0;0.3;0;0;13.9;26.6;0;0;2.4;0;0;57;0;53.7;10.2;36.1;0;0;0;0
109072;105591.5;0.6;0.5;78.8;3.2;34.5;0.3;0.3;0.4;23.2;40.9;9.6;1.9;7.6;14.9;12.7;9.7;89.3;4;1.7;0.1;80.3;8.8;0;0;0;0;71.2;21.2;4.3;3.2;0;0;0;0;22;15.3;1.5;0;0;0;0;61.3;0;41.8;1.9;56.3;0;0;0;0
101904;98423.9;0.6;0.4;66.9;3.4;30.2;0.3;0.3;0.4;25.3;35.4;9.5;2;7.2;12.8;21.3;13.6;89.3;3;1.7;0.1;74.9;28.4;0;0;0;0;64.7;32.3;0;3;0;0;0;0;17.9;7.2;34.5;0;0;0;0;40.4;0;66.5;2.5;31;0;0;0;0
100804;98270.2;0.6;0.4;66.6;2.5;31.8;0.2;0.3;0.4;20.2;33.9;7.9;3.6;7.6;12.1;15.4;9.9;68.4;2;1.3;0.2;73.6;32.1;0;0;0;0;61.2;37.5;0;0.7;0;0.6;0;0;32.7;2.2;25.5;0;1.4;0;0;38.3;0;91.8;1.1;7.1;0;0;0;0
102448;100034.3;0.6;0.4;61.4;2.4;29.2;0.4;0.2;0.2;17.2;35.4;7.6;3.9;7.5;13.5;18.5;8.8;63.4;2;1.1;0.2;76.1;30.8;0;0;2.3;0;68;27.7;0;1.6;0;0.4;0;0;21.2;5.1;27.9;0;28.8;0;0;17;0;75.5;10.9;13.6;0;0;0;0
93936;92474.8;0.5;0.4;65.5;1.6;31.3;0.4;0.2;0.3;18.4;36.5;7;4.5;4.2;15.2;12.6;7.6;80.6;1;1.6;0.1;74.4;37.2;0;0;2.6;3.3;75.2;17;0;1.8;0;0;0;0;7.7;5.5;32.2;0;51.1;0;0;3.5;0;58.7;18.7;22.3;0.4;0;0;0
120616;118049.6;0.5;0.4;72.4;2.1;53.1;0.3;0.5;0.6;22.3;36.3;8;3.5;5.3;15.5;10.6;6.9;79.6;3;1.5;0.1;76;37.1;0;0;0;1;91.6;7.4;0;0;0;0;0;0;8.9;0;10.5;0;59.5;0;0;21.1;0;78.4;8.1;13.4;0.1;0;0;0
134260;131222.3;0.4;0.3;73.6;2.3;26.2;0.3;0.4;0.4;17.4;32.2;7.2;4.3;8;16.1;7.2;6.1;87;2;1.7;0.1;77.5;22.6;0;0;0;1.6;80.1;18.3;0;0;0;0;0;0;1.3;0;2.6;0;46.5;0;0;49.6;0;64.1;22.5;13.5;0;0;0;0
67608;66268.4;0.4;0.3;67.2;2;25.8;0.2;0.5;0.3;19.9;32.9;7.3;4.2;8;14.9;8.1;7.1;88.1;5;3.4;0.1;75.3;29;0;0;0;7.6;78.4;9.2;4.8;0;0;0;0;0;0;0;0;0;62.9;0;0;37.1;0;40.5;24.3;35.2;0;0;0;0
100608;98356.5;0.4;0.2;61.3;2.2;21;0.3;0.4;0.3;24.3;37.7;8.4;3.1;7.9;13.9;13.5;8.4;84.1;4;2.2;0.1;72.5;35.8;0;0;0;12.4;73.7;4.6;9.2;0;0;0;0;0;0;0;0;0;74.9;0;0;25.1;0;31.7;16.7;51.7;0;0;0;0
99936;97944.6;0.4;0.2;56.6;2;23.5;0.2;0.3;0.3;23.7;35.5;7.9;3.6;7.9;13.1;9.4;8.1;84.1;3;2.2;0.1;72.2;41.9;0;0;7.6;1.6;80.6;9.1;0.8;0;0;0.2;0;0;0;0;2.5;0;79.3;0;0;18.1;0;2.9;82;15.1;0;0;0;0
105372;103100.7;0.4;0.2;57.7;2.2;27.1;0.2;0.2;0.3;24.1;29.3;7.5;4;6.4;13.8;11.6;7.5;61;3;1.3;0.1;70;36.3;0;0;1.7;1.7;76.2;10.5;3.6;0;0;5.7;0.6;0;0;0;0.6;0;64.8;0;0;34.6;0;26.1;69.4;4.4;0;0;0;0
103228;100582.1;0.5;0.3;54.8;2.6;28.9;0.3;0.3;0.3;24.7;31.7;8.2;3.3;0;13.4;13.4;6.4;61;4;1.4;0.1;69.8;36.6;0;0;0;3.6;80.1;10.8;2;0;0;3.2;0.4;0;0;0;0;0;48.2;0;0;51.8;0;26;69.7;4.4;0;0;0;0
94104;92222.9;0.4;0.3;56.3;2;34.4;0.3;0.4;0.4;24;33.2;7.7;3.8;0;14;11.9;7.3;68.4;3;1.8;0.1;69.4;35.7;0;0;0;3.8;82.8;10.2;1.1;0;2;0;0;0;0;0;0;0;33.7;0;0;66.3;0;28.8;63;8.2;0;0;0;0
105672;104187.1;0.4;0.2;52.8;1.4;25.9;0.2;0.3;0.3;23.1;35.3;7.2;4.3;5.9;14;9.9;5.3;66.9;2;1.6;0.1;69.1;25.2;0;0;0;0;77.8;8.1;5.1;0;9;0;0;0;0;0;0;0;19.3;0;0;80.7;0;57.5;25.5;16.9;0;0;0;0
107236;105088.9;0.5;0.3;59.3;2;33.3;0.2;0.3;0.3;22.1;37.6;8;3.5;8;15.8;10.8;7;70.9;1;1.7;0.1;71.7;21.3;0;0;0;0;56.4;26.5;6.3;4.3;2.1;3.7;0.7;0;0;11.2;0;0;22.4;0;0;66.4;0;78.2;18.9;2.9;0;0;0;0
99232;96762.1;0.6;0.4;71.6;2.5;30.4;0.3;0.3;0.3;23.7;38.9;8.8;2.7;7.6;14.4;12.7;8.3;74.2;0;1.9;0.2;76.1;37.8;0;0;0;0;49.7;20.3;6.1;2.4;6;2;0.4;0;0;6.2;0;0;11.1;0;0;69.7;0;76.5;8.9;1.7;0;0;0;0
105632;103442.9;0.7;0.6;78;2.1;34;0.2;0.3;0.3;25.2;35.5;8.1;3.4;7.6;13.6;8.6;6.9;57.3;3;1.2;0.2;77.7;53.9;0;0;0;1.1;65.2;12.4;7.1;0;14.3;0;0;0;0;0;0;0;0;0;0;100;0;76.4;11.8;11.8;0;0;0;0
104816;102322.2;0.8;0.7;82.2;2.4;34.9;0.3;0.3;0.4;23.4;41.4;8.9;2.6;7.5;12.6;17.7;8.9;57.2;3;1.2;0.2;80.1;51.7;0;0;0;2.2;69;8.2;6.3;0;14.3;0;0;0;0;0;0;0;0;0;0;100;0;53.4;25;21.6;0;0;0;0
100660;98323.1;0.6;0.4;65.9;2.3;30.3;0.3;0.3;0.3;25.3;41.4;9;2.5;7.5;13.2;11;8.7;62.2;2;1.4;0.2;73.4;48.6;0;0;0;5;70.1;6.7;8.5;0.6;9;0;0;0;0;49.1;0;0;30.9;0;0;20;0;54.4;21.2;24.4;0;0;0;0
97380;93987.5;0.5;0.3;62.6;3.5;28.8;0.3;0.3;0.3;26;41.9;10.3;1.2;7.2;12.9;10.8;6.5;62.8;3;1.5;0.2;72.4;42.3;0;0;0;2.5;76.9;6.8;8.3;0.3;5.2;0;0;0;4.1;24.3;1.4;0;61;0;0;9.1;0;58.5;29.6;11.9;0;0;0;0
109012;106446.7;0.7;0.4;64.2;2.4;32.4;0.2;0.4;0.6;24.5;41.5;9;2.5;7.4;13.7;9.2;5.7;60.8;3;1.3;0.2;73.3;34.5;0;0;0;0;83;7.1;8.1;0;1.8;0;0;0;8.3;0;3.8;0;85.3;0;0;2.7;0;62.9;35.9;1.2;0;0;0;0
104352;101654.8;0.6;0.4;65.3;2.6;33.2;0.2;0.3;0.3;25.5;41.9;9.3;2.2;7.5;13.3;17.4;11.7;65.8;4;1.4;0.2;73.3;25;0;0;0;0;79.5;9.1;7.6;0;3.7;0;0;0;12.8;0;19.7;0;35;0;0;32.5;0;72.6;9;18.5;0;0;0;0
93584;91383.1;0.8;0.6;73;2.4;33.7;0.2;0.3;0.3;25.3;42.8;9.2;2.3;7.5;11;20.5;13.5;77.3;10;2.2;0.2;77.5;34.5;0;0;0;0;73;8.2;12;0.1;2.1;4.6;0;0;7.2;0;11.1;0;63.4;0;0;18.3;0;67.6;13.9;18.5;0;0;0;0
108716;105895.9;0.7;0.5;65.9;2.6;34.3;0.3;0.3;0.3;23.5;36.7;8.6;2.9;7.5;13;17.4;11.1;91.1;4;2;0.2;73.7;42.5;0;0;0;0;65.8;9;13.6;1.9;0;9.7;0;0;0;0;0;0;91.3;0;0;8.7;0;60.6;25.4;14;0;0;0;0
87508;85776.5;0.8;0.5;67.6;2;33;0.2;0.3;0.3;24.8;39.4;8.4;3.1;7.6;14.3;22.3;11.9;56.8;6;1.3;0.2;75.8;47.8;0;0;0;0;62.1;11.2;5.8;3.8;0;17.1;0;0;0;0;0;0;80.2;0;0;19.8;0;60.4;38.5;1.1;0;0;0;0
100944;98925.1;0.8;0.5;63.7;2;31.7;0.3;0.3;0.3;24.3;38.8;8.3;3.2;7.2;17;9.2;5.9;79.4;5;1.6;0.2;74.6;32.9;0;0;0;0;52.5;6.7;8.7;0;10.3;20.9;0.8;0;4.9;6.3;0;0;71.5;0;0;17.3;0;65.2;10.3;24.5;0;0;0;0
78440;76871.2;0.8;0.5;62.7;2;31.7;0.3;0.3;0.3;21.4;28;6.9;4.6;6.5;17;9.2;5.9;76.7;5;2;0.2;73.8;23.7;0;0;0;0;52.9;4.9;10.3;2.4;15.7;12.7;1.2;0;4.1;13.3;0;0;68;0;0;14.6;0;63.6;7.4;28.9;0;0;0;0
87316;85569.7;0.6;0.4;61.9;2;31.7;0.3;0.3;0.3;19.5;31.3;7.1;4.4;6.7;17;9.2;5.9;57.8;4;1.4;0.2;72.8;24.1;0;0;1.3;0;54.9;0.6;13.3;6.7;19.9;1.8;1.4;0;0;22.7;0;0;77.3;0;0;0;0;56.9;15.7;27.3;0;0;0;0
78776;77200.5;0.4;0.3;61.4;2;31.7;0.3;0.3;0.3;19.6;29.3;6.9;4.6;7.1;17;9.2;5.9;79.3;2;2.1;0.1;73.1;4;0;0;14.2;0;66.4;0.1;0;0;0;19.3;0;0;0;0;0;0;100;0;0;0;0;41;29.7;29.2;0;0;0;0
83148;81485;0.5;0.3;64.4;2;31.7;0.3;0.3;0.3;19.6;30;7;4.5;4.9;17;9.2;5.9;53.7;1;1.4;0.1;73.7;27.9;0;0;0;0;81.1;4.2;0;0.6;0;14.1;0;0;0;0;0;0;100;0;0;0;0;70.9;29.1;0;0;0;0;0
91736;89901.3;0.4;0.3;64;2;31.7;0.3;0.3;0.3;20.7;28.7;6.9;4.6;6.7;17;9.2;5.9;73.4;2;1.8;0.1;73.4;27.8;0;0;0;3.2;69.6;3.1;3.1;3.3;0;17.7;0;0;0;12.9;0;0;87.1;0;0;0;0;67.1;32.9;0;0;0;0;0
78404;76835.9;0.4;0.3;63.6;2;31.7;0.3;0.3;0.3;24.9;30.6;7.6;3.9;6.3;17;9.2;5.9;55.8;2;1.5;0.1;73.1;27.7;0;0;0;5.6;60.9;2.3;5.5;5.4;0;20.4;0;0;0;22.8;0;0;77.2;0;0;0;0;64.2;35.8;0;0;0;0;0
84424;82735.5;0.5;0.4;72.2;2;31.7;0.3;0.3;0.3;25.1;33.9;7.9;3.6;6.4;17;9.2;5.9;57.3;1;1.4;0.1;76.5;24.2;0;0;0;6.4;22.2;20.6;1;9.5;0;26.3;14.2;0;0;27;0;0;56.8;0;0;16.2;0;33.6;33.9;32.4;0;0;0;0
95628;93715.4;0.5;0.4;70.3;2;31.7;0.3;0.3;0.3;20.2;37.2;7.7;3.8;6.6;17;9.2;5.9;78.9;1;1.9;0.1;76.6;30;0;0;0;3.6;40.4;13.3;9.6;5.6;0;18.2;9.4;0;0;15.2;0;0;74.1;0;0;10.7;0;39.9;38.6;21.4;0;0;0;0
107236;105091.3;0.6;0.4;66.1;2;31.7;0.3;0.3;0.3;24.3;41.7;8.6;2.9;7.6;17;9.2;5.9;68.4;4;1.4;0.2;74.1;24.4;0;0;0;0.7;28.7;0;15.7;0;8.8;37.9;8.1;0;0;0;0;0;76;0;0;24;0;26.9;50.3;22.8;0;0;0;0
96492;94562.2;0.6;0.4;68.5;2;31.7;0.3;0.3;0.3;25.3;42.6;8.8;2.7;7.6;17;9.2;5.9;67.7;4;1.5;0.1;76.1;25.2;0;0;0;0.2;31.7;12.7;13.1;0.3;24.9;14.2;2.9;0;0.1;0.4;0;0;55.3;0;0;44.1;0;40.5;37.6;21.9;0;0;0;0
101916;99877.7;0.6;0.5;76.9;2;31.7;0.3;0.3;0.3;24.8;42.4;8.7;2.8;4.8;17;9.2;5.9;66.7;4;1.5;0.1;79;28.1;0;0;0;0;47.9;28.1;5.4;0.2;14.8;3.4;0.2;0;0.1;0.3;0;0;47.8;0;0;51.8;0;51.3;30.1;18.6;0;0;0;0
100096;98094.1;0.6;0.4;74.1;2;31.7;0.3;0.3;0.3;24.6;42.7;8.7;2.8;7.6;17;9.2;5.9;63.7;7;1.5;0.1;78.1;30;0;0;1.6;0;64;30.9;0;1;0.7;1.7;0;0;0;7.8;0;0;53.2;0;0;39.1;0;64.3;17.6;18;0;0;0;0
102728;100673.4;0.5;0.3;66.2;2;31.7;0.3;0.3;0.3;24.8;38.1;8.3;3.2;7.5;17;9.2;5.9;64;6;1.4;0.1;74.6;29.7;0;0;4.5;0;65.9;28.1;0;1.5;0;0;0;0;1.3;11.1;0;0;63.5;0;0;24;0;77;8.2;14.7;0;0;0;0
