Sifon;Paño;Ciclo;Fecha_apil;Fecha_riego;Fecha_aporte;Vol_m3;Mineral_tms;H_(Bh)_%; Tcu_%;ASCu_%;CNCu_%;Ac Correa_ton;Sal_Sól_ton;Sal_Salmu_ton ;P80_mm;Menos_-#100;H_(Bs)_%_I;RS_%_I;Tcu_%_I;ASCu_%_I;CNCu_%_I;Alt Paño_%_I;D Acido_kg/t_I;Sal_Sól_kg/t_I;Sal_Salmu_kg/t_I;Sal_Total_kg/t_I;Reposo_dias;Reviente_dias;Menos_-100#_%_I;Ciclo_Max_dias;Reviente_dias_Calc;Ciclo_Max_dias_Calc;Dif_dias;HON_gpl_sup;CuON_gpl_sup;ClON_gpl_sup;Triego_l/h/m2_sup;RLd_m3/t/d;RL_m3/t_sup;Rmax_%;;RCuT_%
12024;61;25;19-dic-23;02-ene-24;10-ene-24;81554;135089;8.5;0.849;0.111;0.632;3112;56;1781;13.9;21855;9.3;87.6;1146.5;149.4;854.4;6.5;23;0.4;13.2;13.6;14;8;16.2;210;8;210;0;9;0.3;#¿NOMBRE?;7;0.016;3.29;65.2;0.15;55.1
12024;62;25;22-dic-23;05-ene-24;13-ene-24;80312;132534;7.74;0.728;0.11;0.533;2946;510;1237;14;20075;8.4;88.3;965;145.1;707;6.4;22.2;3.9;9.3;13.2;14;8;15.1;210;8;210;0;9;0.3;#¿NOMBRE?;7;0.016;3.35;60.7;0.14;52.5
12024;63;25;25-dic-23;08-ene-24;16-ene-24;79188;135182;7.78;0.629;0.104;0.409;2807;34;1733;13.7;1915;8.4;81.6;850.8;140.9;553;6.3;20.8;0.3;12.8;13.1;14;8;14.2;210;8;210;0;9;0.3;#¿NOMBRE?;7;0.016;3.29;62;0.11;54.9
12024;64;25;28-dic-23;13-ene-24;21-ene-24;77862;133203;6.76;0.592;0.113;0.376;2866;245;1504;14;20694;7.3;82.6;788.2;151;500.2;6.2;21.5;1.8;11.3;13.1;16;8;15.5;210;8;210;0;9;0.3;#¿NOMBRE?;7;0.016;3.34;61.6;0.14;52.8
12024;65;25;31-dic-23;14-ene-24;22-ene-24;78937;134859;6.44;0.64;0.146;0.401;2884;1133;757;13.6;20992;6.9;85.4;863.5;196.4;541.3;6.3;21.4;8.4;5.6;14;14;8;15.6;210;8;210;0;9;0.3;#¿NOMBRE?;7;0.016;3.3;52;0.14;44.6
12024;66;25;03-ene-24;18-ene-24;25-ene-24;80705;137454;7.51;0.807;0.142;0.595;2731;357;1515;13.6;22094;8.1;91.2;1109.4;194.7;817.3;6.4;19.9;2.6;11;13.6;15;7;16.1;210;7;210;0;9;0.3;#¿NOMBRE?;7;0.015;3.23;66.2;0.15;56.1
12024;67;25;06-ene-24;20-ene-24;27-ene-24;80508;13718;6.68;0.763;0.133;0.55;2843;369;1439;13.8;21379;7.2;89.6;1046.3;182.7;754.4;6.4;20.7;2.7;10.5;13.2;14;7;15.6;210;7;210;0;9;0.3;#¿NOMBRE?;7;0.015;3.24;64.2;0.14;55
12024;68;25;08-ene-24;23-ene-24;31-ene-24;80003;13677;5.83;0.819;0.122;0.611;2699;166;1575;14.7;24602;6.2;89.5;1120.8;167.3;836;6.3;19.7;1.2;11.5;12.7;15;8;18;210;8;210;0;9;0.3;#¿NOMBRE?;7;0.015;3.25;65.2;0;65.2
22024;69;25;11-ene-24;26-ene-24;03-feb-24;82523;140526;6.4;0.79;0.12;0.526;2882;319;1529;14;23505;6.8;81.8;1109.8;168.8;738.8;6.5;20.5;2.3;10.9;13.1;15;8;16.7;210;8;210;0;9;0.3;#¿NOMBRE?;7;0.015;3.16;60.3;0.05;57.2
22024;70;25;14-ene-24;01-feb-24;09-feb-24;82307;141202;7.02;0.768;0.131;0.515;2841;0;1746;13.3;24956;7.5;84.1;1085.1;184.8;727.9;6.5;20.1;0;12.4;12.4;18;8;17.7;210;8;210;0;9;0.3;#¿NOMBRE?;6;0.013;2.7;64.1;0.08;59
22024;71;25;20-ene-24;07-feb-24;15-feb-24;79594;135888;7.58;0.785;0.104;0.506;2518;171;1332;13.8;23617;8.2;77.8;1066.1;141.7;688.1;6.3;18.5;1.3;9.8;11.1;18;8;17.4;210;8;210;0;9;0.3;#¿NOMBRE?;6;0.013;2.8;55;0;55
22024;72;25;30-ene-24;13-feb-24;21-feb-24;82011;136081;8.54;0.815;0.138;0.579;2502;334;1522;13.5;20791;9.3;87.9;1109.6;188;787.4;6.5;18.4;2.5;11.2;13.6;14;8;15.3;210;8;210;0;9;0.3;#¿NOMBRE?;6;0.013;2.8;63.8;0;63.8
22024;73;25;02-feb-24;16-feb-24;24-feb-24;81;142607;6.64;0.923;0.138;0.676;2698;134;1809;13.3;23521;7.1;88.2;1315.6;196.4;964;6.4;18.9;0.9;12.7;13.6;14;8;16.5;210;8;210;0;9;0.3;#¿NOMBRE?;6;0.013;2.67;65.7;0;65.7
22024;74;25;05-feb-24;19-feb-24;27-feb-24;79637;14208;6.18;0.763;0.121;0.532;2656;339;1424;14.1;21753;6.6;85.6;1084.6;172.4;756.2;6.3;18.7;2.4;10;12.4;14;8;15.3;210;8;210;0;9;0.3;#¿NOMBRE?;6;0.013;2.68;60.1;0;60.1
32024;75;25;09-feb-24;23-feb-24;02-mar-24;82664;142364;5.75;0.772;0.131;0.554;2525;640;1271;13.1;21454;6.1;88.8;1098.9;186.8;788.6;6.6;17.7;4.5;8.9;13.4;14;8;15.1;210;8;210;0;9;0.3;#¿NOMBRE?;6;0.013;2.68;59.7;0;59.7
32024;76;25;12-feb-24;26-feb-24;05-mar-24;83785;143533;5.69;0.81;0.155;0.568;2972;1157;973;13.5;21827;6;89.3;1162;222.1;815.8;6.6;20.7;8.1;6.8;14.8;14;8;15.2;210;8;210;0;9;0.3;#¿NOMBRE?;6;0.013;2.65;56.9;0;56.9
32024;77;25;15-feb-24;29-feb-24;08-mar-24;82085;141452;7.34;0.874;0.123;0.672;2767;864;1093;13.5;20515;7.9;90.9;1236.8;173.5;950.3;6.5;19.6;6.1;7.7;13.8;14;8;14.5;210;8;210;0;9;0.3;#¿NOMBRE?;6;0.013;2.69;58.8;0;58.8
32024;78;25;18-feb-24;03-mar-24;11-mar-24;7946;141565;8.01;0.735;0.108;0.549;2936;733;1286;13.9;19211;8.7;89.4;1040.4;152.8;777;6.3;20.7;5.2;9.1;14.3;14;8;13.6;210;8;210;0;9;0.3;#¿NOMBRE?;6;0.013;2.69;61;0;61
32024;79;25;22-feb-24;07-mar-24;15-mar-24;81409;141316;6.91;0.88;0.145;0.581;2546;1019;760;14.1;16233;7.4;82.4;1244.1;204.7;820.8;6.5;18;7.2;5.4;12.6;14;8;11.5;210;8;210;0;9;0.3;#¿NOMBRE?;6;0.013;2.7;48.5;0;48.5
32024;80;25;25-feb-24;10-mar-24;18-mar-24;81722;141222;6;0.768;0.118;0.534;3136;94;1724;13.2;20753;6.4;84.9;1084.1;166.5;753.5;6.5;22.2;0.7;12.2;12.9;14;8;14.7;210;8;210;0;9;0.3;#¿NOMBRE?;6;0.013;2.7;64.4;0;64.4
32024;81;25;29-feb-24;14-mar-24;22-mar-24;79295;141301;5.94;0.865;0.116;0.594;2891;324;1491;13.5;22604;6.3;82;1222.3;163.7;838.7;6.3;20.5;2.3;10.5;12.8;14;8;16;210;8;210;0;9;0.3;#¿NOMBRE?;6;0.013;2.7;59.9;0;59.9
32024;82;25;08-mar-24;22-mar-24;30-mar-24;78092;143772;4.89;0.696;0.103;0.382;2695;936;739;14.8;22243;5.1;69.7;1000.5;148.3;549.4;6.2;18.7;6.5;5.1;11.7;14;8;15.5;210;8;210;0;9;0.3;#¿NOMBRE?;6;0.013;2.65;42;0;42
42024;83;25;11-mar-24;25-mar-24;03-abr-24;78542;145789;5.86;0.683;0.146;0.391;3231;86;1688;13;24874;6.2;78.6;996.4;212.6;570.3;6.2;22.2;0.6;11.6;12.2;14;9;17.1;210;9;210;0;9;0.3;#¿NOMBRE?;6;0.012;2.61;61.1;0.15;51.8
42024;84;25;14-mar-24;28-mar-24;05-abr-24;80894;145106;5.5;0.775;0.149;0.538;3054;126;1562;13.1;25276;5.8;88.6;1125.1;216.4;780.8;6.4;21;0.9;10.8;11.6;14;8;17.4;210;8;210;0;9;0.3;#¿NOMBRE?;6;0.013;2.63;65.3;0.15;55.3
42024;85;25;18-mar-24;01-abr-24;09-abr-24;82324;148386;4.97;0.523;0.103;0.323;2825;340;1312;14.1;26015;5.2;81.5;776.5;152.9;479.9;6.5;19;2.3;8.8;11.1;14;8;17.5;210;8;210;0;9;0.3;#¿NOMBRE?;6;0.012;2.57;56.3;0.15;47.7
42024;86;25;22-mar-24;05-abr-24;13-abr-24;81075;145733;4.97;0.559;0.13;0.329;2958;193;1364;13.9;24378;5.2;82.1;814.8;189.3;479.4;6.4;20.3;1.3;9.4;10.7;14;8;16.7;210;8;210;0;9;0.3;#¿NOMBRE?;6;0.012;2.61;58.9;0.15;49.9
42024;87;25;25-mar-24;08-abr-24;16-abr-24;80239;145902;5.11;0.646;0.131;0.359;3334;0;1716;14.4;24959;5.4;75.9;943;191.8;523.5;6.4;22.8;0;11.8;11.8;14;8;17.1;210;8;210;0;9;0.3;#¿NOMBRE?;6;0.012;2.61;59.1;0.15;50.1
42024;88;25;28-mar-24;11-abr-24;19-abr-24;80004;145224;6.3;0.637;0.14;0.387;3123;275;1366;15;24287;6.7;82.7;925.8;203.5;561.7;6.3;21.5;1.9;9.4;11.3;14;8;16.7;210;8;210;0;9;0.3;#¿NOMBRE?;6;0.012;2.62;58.9;0.15;49.9
42024;89;25;31-mar-24;16-abr-24;24-abr-24;80606;145974;5.8;0.661;0.168;0.383;2757;812;1109;14.3;24656;6.2;83.5;965;245.5;559.7;6.4;18.9;5.6;7.6;13.2;16;8;16.9;210;8;210;0;9;0.3;#¿NOMBRE?;6;0.012;2.61;55.7;0.15;47.2
42024;90;25;03-abr-24;17-abr-24;25-abr-24;81569;14996;6.83;0.594;0.103;0.4;287;319;1642;15.3;22975;7.3;84.6;891.3;154.4;599.7;6.5;19.1;2.1;10.9;13.1;14;8;15.3;210;8;210;0;9;0.3;#¿NOMBRE?;6;0.012;2.54;61.3;0.1;55.2
42024;91;25;06-abr-24;20-abr-24;28-abr-24;81498;149605;6.56;0.553;0.135;0.314;3323;389;1634;15.2;23867;7;81.1;828;202.2;469.3;6.5;22.2;2.6;10.9;13.5;14;8;16;210;8;210;0;9;0.3;#¿NOMBRE?;6;0.012;2.55;60.9;0.1;54.8
52024;92;25;09-abr-24;24-abr-24;02-may-24;81412;149181;7.16;0.565;0.101;0.365;3247;192;1771;15.1;22795;7.7;82.4;843;150.1;544.9;6.5;21.8;1.3;11.9;13.2;15;8;15.3;210;8;210;0;9;0.3;#¿NOMBRE?;6;0.012;2.55;62.5;0;62.5
52024;93;25;12-abr-24;26-abr-24;04-may-24;80311;146992;6.91;0.601;0.104;0.411;3213;1;194;15.4;22738;7.4;85.7;882.7;152.8;603.7;6.4;21.9;0;13.2;13.2;14;8;15.5;210;8;210;0;9;0.3;#¿NOMBRE?;6;0.012;2.59;64.6;0;64.6
52024;94;25;16-abr-24;30-abr-24;08-may-24;7995;146957;6.71;0.679;0.124;0.458;2864;34;2059;14.9;19326;7.2;85.8;997.3;182.2;673.8;6.3;19.5;0.2;14;14.2;14;8;13.2;210;8;210;0;9;0.3;#¿NOMBRE?;6;0.012;2.59;64.9;0;64.9
52024;95;25;22-abr-24;07-may-24;15-may-24;7995;14968;7.61;0.867;0.124;0.615;3068;124;1778;14.7;23742;8.2;85.2;1297.7;185;920.1;6.3;20.5;0.8;11.9;12.7;15;8;15.9;210;8;210;0;9;0.3;#¿NOMBRE?;6;0.012;2.55;64.1;0;64.1
52024;96;25;25-abr-24;10-may-24;18-may-24;7995;153284;7.2;0.639;0.092;0.446;3325;154;188;14.4;24386;7.8;84.2;980;141.3;683.9;6.3;21.7;1;12.3;13.3;15;8;15.9;210;8;210;0;9;0.3;#¿NOMBRE?;6;0.012;2.49;63.5;0;63.5
52024;97;25;28-abr-24;12-may-24;20-may-24;7995;152703;5.19;0.569;0.114;0.359;337;1375;900;16.4;22367;5.5;83.2;869.4;174.3;548.6;6.3;22.1;9;5.9;14.9;14;8;14.6;210;8;210;0;9;0.3;#¿NOMBRE?;6;0.012;2.5;50.9;0;50.9
52024;98;25;02-may-24;16-may-24;24-may-24;7995;153217;5.85;0.554;0.159;0.291;3455;437;1586;15.7;23259;6.2;81.3;849.4;243.9;446.3;6.3;22.5;2.9;10.4;13.2;14;8;15.2;210;8;210;0;9;0.3;#¿NOMBRE?;6;0.012;2.49;60.6;0;60.6
52024;99;25;05-may-24;19-may-24;27-may-24;7995;154813;6.11;0.556;0.149;0.321;3272;204;18;15.3;23241;6.5;84.6;860.5;231.2;496.8;6.3;21.1;1.3;11.6;12.9;14;8;15;210;8;210;0;9;0.3;#¿NOMBRE?;6;0.012;2.46;64.6;0;64.6
52024;100;25;09-may-24;23-may-24;31-may-24;7995;153545;7;0.621;0.132;0.409;3085;468;1407;15.5;19145;7.5;87.2;953.8;202.6;628.7;6.3;20.1;3;9.2;12.2;14;8;12.5;210;8;210;0;9;0.3;#¿NOMBRE?;6;0.012;2.48;60.7;0;60.7
62024;101;25;11-may-24;25-may-24;02-jun-24;81969;150075;6.75;0.56;0.099;0.38;2944;918;1115;15.7;21319;7.2;85.5;840.2;148.4;570;6.5;19.6;6.1;7.4;13.5;14;8;14.2;210;8;210;0;9;0.3;#¿NOMBRE?;6;0.012;2.54;55.3;0;55.3
62024;102;25;17-may-24;31-may-24;08-jun-24;7854;143543;6.49;0.665;0.161;0.415;2868;552;1311;14.3;18858;6.9;86.6;954.7;231.4;595.1;6.2;20;3.8;9.1;13;14;8;13.1;210;8;210;0;9;0.3;#¿NOMBRE?;6;0.013;2.65;61.3;0;61.3
62024;103;25;19-may-24;02-jun-24;10-jun-24;74458;135457;6.54;0.672;0.127;0.47;2774;84;1553;14.4;1676;7;88.8;910.9;172.2;636.4;5.9;20.5;0.6;11.5;12.1;14;8;12.4;210;8;210;0;9;0.3;#¿NOMBRE?;6;0.013;2.81;66.2;0;66.2
62024;104;25;22-may-24;04-jun-24;12-jun-24;74339;135471;6.56;0.586;0.15;0.347;3192;0;1808;15;18727;7;84.8;794.4;202.8;470.6;5.9;23.6;0;13.3;13.3;13;8;13.8;210;8;210;0;9;0.3;#¿NOMBRE?;6;0.013;2.81;65.6;0;65.6
62024;105;25;24-may-24;07-jun-24;15-jun-24;79869;146371;6.59;0.58;0.105;0.394;3059;3;1883;15.2;22309;7.1;85.9;848.9;153.1;576;6.3;20.9;0;12.9;12.9;14;8;15.2;210;8;210;0;9;0.3;#¿NOMBRE?;6;0.012;2.6;64.9;0;64.9
72024;106;25;26-may-24;09-jun-24;19-jul-24;41811;54577;6.55;0.524;0.118;0.279;123;50;615;16.3;8965;7;75.8;285.9;64.2;152.4;3.3;22.5;0.9;11.3;12.2;14;40;16.4;210;40;210;0;9;0.3;#¿NOMBRE?;6;0.033;6.98;58.6;-0.03;60.3
62024;2;26;13-jun-24;20-jun-24;26-jun-24;26845;48068;6.48;0.995;0.138;0.722;109;37;572;15;7869;6.9;86.4;478.2;66.4;347;2.1;22.7;0.8;11.9;12.7;7;6;16.4;210;6;210;0;9;0.3;#¿NOMBRE?;7;0.044;9.25;65.7;-0.02;67
62024;3;26;14-jun-24;20-jun-24;26-jun-24;5654;100872;6.57;0.935;0.12;0.67;2153;8;1216;15.5;14844;7;84.5;943;121.3;675.9;4.5;21.3;0.1;12.1;12.1;6;6;14.7;210;6;210;0;9;0.3;#¿NOMBRE?;7;0.021;4.41;63.8;-0.02;65.1
72024;4;26;15-jun-24;25-jun-24;01-jul-24;64264;120045;6.85;0.993;0.149;0.697;2487;96;1504;14.8;21574;7.4;85.3;1191.5;178.8;837.3;5.1;20.7;0.8;12.5;13.3;10;6;18;210;6;210;0;9;0.3;#¿NOMBRE?;7;0.018;3.7;65.1;-0.02;66.4
72024;5;26;17-jun-24;27-jun-24;05-jul-24;7553;138993;6.22;0.831;0.156;0.557;322;432;1397;15;20422;6.6;85.8;1155.6;217.3;774.2;6;23.2;3.1;10;13.2;10;8;14.7;210;8;210;0;9;0.3;#¿NOMBRE?;7;0.015;3.2;62.1;-0.02;63.3
72024;6;26;22-jun-24;06-jul-24;14-jul-24;84918;158224;5.18;0.795;0.14;0.512;3067;786;1093;14.9;23577;5.5;82;1257.8;221.7;809.9;6.7;19.4;5;6.9;11.9;14;8;14.9;210;8;210;0;9;0.3;#¿NOMBRE?;7;0.013;2.81;52.9;-0.18;62.5
72024;7;26;27-jun-24;11-jul-24;19-jul-24;86834;15854;6.21;0.768;0.177;0.445;3468;896;1135;15.4;26481;6.6;81;1217.6;280.6;706;6.9;21.9;5.6;7.2;12.8;14;8;16.7;210;8;210;0;9;0.3;#¿NOMBRE?;7;0.013;2.8;53.9;-0.18;63.7
72024;8;26;29-jun-24;13-jul-24;21-jul-24;86837;159569;7.56;0.638;0.117;0.382;3427;29;2012;15.1;25603;8.2;78;1018.2;185.9;608.8;6.9;21.5;0.2;12.6;12.8;14;8;16;210;8;210;0;9;0.3;#¿NOMBRE?;7;0.013;2.79;60.5;-0.18;71.4
72024;9;26;28-jun-24;12-jul-24;20-jul-24;7995;145;6;0.593;0.11;0.324;29;0;174;14;203;6.4;73.2;859.1;159.7;469.4;6.3;20;0;12;12;14;8;14;210;8;210;0;9;0.3;#¿NOMBRE?;7;0.015;3.07;58;-0.13;65.5
72024;10;26;01-jul-24;15-jul-24;23-jul-24;7995;145;6;0.652;0.152;0.397;289;22;1723;14;203;6.4;84.2;945.3;220;576.3;6.3;19.9;0.2;11.9;12;14;8;14;210;8;210;0;9;0.3;#¿NOMBRE?;7;0.015;3.07;65.1;-0.02;66.4
72024;11;26;05-jul-24;19-jul-24;27-jul-24;7995;145;6;0.507;0.169;0.24;2818;184;1593;14;203;6.4;80.7;735.2;245.1;348;6.3;19.4;1.3;11;12.3;14;8;14;210;8;210;0;9;0.3;#¿NOMBRE?;7;0.015;3.07;62.2;-0.02;63.5
72024;12;26;07-jul-24;21-jul-24;29-jul-24;7995;145;6;0.507;0.169;0.24;29;0;174;14;203;6.4;80.7;735.2;245.1;348;6.3;20;0;12;12;14;8;14;210;8;210;0;9;0.3;#¿NOMBRE?;7;0.015;3.07;64.3;-0.02;65.6
82024;13;26;10-jul-24;24-jul-24;01-ago-24;7995;145;6;0.54;0.101;0.311;29;0;174;14;203;6.4;76.2;783.3;146;451.2;6.3;20;0;12;12;14;8;14;210;8;210;0;9;0.3;#¿NOMBRE?;7;0.015;3.07;59.8;-0.02;60.9
82024;14;26;13-jul-24;27-jul-24;04-ago-24;7995;145;6;0.542;0.097;0.315;29;0;174;14;203;6.4;76;785.9;140.7;456.8;6.3;20;0;12;12;14;8;14;210;8;210;0;9;0.3;#¿NOMBRE?;7;0.015;3.07;59.5;-0.02;60.7
82024;15;26;16-jul-24;30-jul-24;07-ago-24;7995;145;6;0.516;0.083;0.302;2894;13;173;14;203;6.4;74.6;748.6;120.9;437.5;6.3;20;0.1;11.9;12;14;8;14;210;8;210;0;9;0.3;#¿NOMBRE?;7;0.015;3.07;58.2;-0.02;59.3
82024;16;26;20-jul-24;03-ago-24;11-ago-24;7995;145;6;0.478;0.063;0.282;2814;193;1585;14;203;6.4;72.2;693.1;91.4;408.9;6.3;19.4;1.3;10.9;12.3;14;8;14;210;8;210;0;9;0.3;#¿NOMBRE?;7;0.015;3.07;54.3;-0.02;55.4
82024;17;26;22-jul-24;05-ago-24;13-ago-24;7995;145;6;0.537;0.071;0.333;29;0;174;14;203;6.4;75.2;778.6;102.5;483.2;6.3;20;0;12;12;14;8;14;210;8;210;0;9;0.3;#¿NOMBRE?;7;0.015;3.07;58.2;-0.02;59.3
82024;18;26;25-jul-24;08-ago-24;16-ago-24;7995;145;6;0.662;0.087;0.442;29;0;174;14;203;6.4;79.9;959.9;126.2;640.9;6.3;20;0;12;12;14;8;14;210;8;210;0;9;0.3;#¿NOMBRE?;7;0.015;3.07;61.1;-0.02;62.4
82024;19;26;28-jul-24;11-ago-24;19-ago-24;7995;145;6;0.662;0.087;0.442;29;0;174;14;203;6.4;79.9;959.9;126.2;640.9;6.3;20;0;12;12;14;8;14;210;8;210;0;9;0.3;#¿NOMBRE?;7;0.015;3.07;61.1;-0.02;62.4
82024;20;26;31-jul-24;14-ago-24;22-ago-24;7995;145;6;0.63;0.084;0.423;29;0;174;14;203;6.4;80.4;913.9;121.7;612.9;6.3;20;0;12;12;14;8;14;210;8;210;0;9;0.3;#¿NOMBRE?;7;0.015;3.07;61.4;-0.02;62.6
82024;21;26;03-ago-24;17-ago-24;25-ago-24;7995;145;6;0.612;0.099;0.386;29;0;174;14;203;6.4;79.1;888;143.1;559.2;6.3;20;0;12;12;14;8;14;210;8;210;0;9;0.3;#¿NOMBRE?;7;0.015;3.07;61.1;-0.02;62.4
82024;22;26;05-ago-24;19-ago-24;27-ago-24;7995;145;6;0.61;0.103;0.377;2835;0;1623;14;203;6.4;78.7;884.5;149.4;546.7;6.3;19.6;0;11.2;11.2;14;8;14;210;8;210;0;9;0.3;#¿NOMBRE?;7;0.015;3.07;59.4;-0.02;60.6
82024;23;26;09-ago-24;23-ago-24;31-ago-24;7995;145;6;0.61;0.103;0.377;2874;0;1693;14;203;6.4;78.7;884.5;149.4;546.7;6.3;19.8;0;11.7;11.7;14;8;14;210;8;210;0;9;0.3;#¿NOMBRE?;7;0.015;3.07;60.4;-0.02;61.6
92024;24;26;12-ago-24;26-ago-24;03-sept-24;7995;145;6;0.61;0.103;0.377;29;0;174;14;203;6.4;78.7;884.5;149.4;546.7;6.3;20;0;12;12;14;8;14;210;8;210;0;9;0.3;#¿NOMBRE?;7;0.015;3.07;61.1;-0.02;62.4
92024;25;26;15-ago-24;29-ago-24;06-sept-24;7995;145;6;0.61;0.103;0.377;29;0;174;14;203;6.4;78.7;884.5;149.4;546.7;6.3;20;0;12;12;14;8;14;210;8;210;0;9;0.3;#¿NOMBRE?;7;0.015;3.07;61.1;-0.02;62.4
92024;26;26;18-ago-24;01-sept-24;09-sept-24;7995;145;6;0.61;0.103;0.377;29;0;174;14;203;6.4;78.7;884.5;149.4;546.7;6.3;20;0;12;12;14;8;14;210;8;210;0;9;0.3;#¿NOMBRE?;7;0.015;3.07;61.1;-0.02;62.4
92024;27;26;22-ago-24;05-sept-24;13-sept-24;7995;145;6;0.61;0.103;0.377;2815;0;1587;14;203;6.4;78.7;884.5;149.4;546.7;6.3;19.4;0;10.9;10.9;14;8;14;210;8;210;0;9;0.3;#¿NOMBRE?;7;0.015;3.07;59;-0.02;60.2
92024;28;26;25-ago-24;08-sept-24;16-sept-24;7995;145;6;0.61;0.103;0.377;29;0;174;14;203;6.4;78.7;884.5;149.4;546.7;6.3;20;0;12;12;14;8;14;210;8;210;0;9;0.3;#¿NOMBRE?;7;0.015;3.07;61.1;-0.02;62.4
92024;29;26;27-ago-24;10-sept-24;18-sept-24;7995;145;6;0.61;0.103;0.377;29;0;174;14;203;6.4;78.7;884.5;149.4;546.7;6.3;20;0;12;12;14;8;14;210;8;210;0;9;0.3;#¿NOMBRE?;7;0.015;3.07;61.1;-0.02;62.4
92024;30;26;30-ago-24;13-sept-24;21-sept-24;7995;145;6;0.61;0.103;0.377;29;0;174;14;203;6.4;78.7;884.5;149.4;546.7;6.3;20;0;12;12;14;8;14;210;8;210;0;9;0.3;#¿NOMBRE?;7;0.015;3.07;61.1;-0.02;62.4
92024;31;26;02-sept-24;16-sept-24;24-sept-24;7995;145;6;0.616;0.099;0.386;29;0;174;14;203;6.4;78.8;893.8;144;560;6.3;20;0;12;12;14;8;14;210;8;210;0;9;0.3;#¿NOMBRE?;7;0.015;3.07;61.1;-0.02;62.3
92024;32;26;05-sept-24;19-sept-24;27-sept-24;7995;145;6;0.624;0.095;0.397;29;0;174;14;203;6.4;78.8;904.8;137.8;575.7;6.3;20;0;12;12;14;8;14;210;8;210;0;9;0.3;#¿NOMBRE?;7;0.015;3.07;61;-0.02;62.2
92024;33;26;08-sept-24;22-sept-24;30-sept-24;7995;145;6;0.624;0.095;0.397;2857;0;1663;14;203;6.4;78.8;904.8;137.8;575.7;6.3;19.7;0;11.5;11.5;14;8;14;210;8;210;0;9;0.3;#¿NOMBRE?;7;0.015;3.07;59.9;-0.02;61.1
102024;34;26;14-sept-24;28-sept-24;06-oct-24;7995;145;6;0.624;0.095;0.397;2851;0;1652;14;203;6.4;78.8;904.8;137.8;575.7;6.3;19.7;0;11.4;11.4;14;8;14;210;8;210;0;9;0.3;#¿NOMBRE?;7;0.015;3.07;59.8;-0.02;61
102024;35;26;17-sept-24;01-oct-24;09-oct-24;7995;145;6;0.624;0.095;0.397;29;0;174;14;203;6.4;78.8;904.8;137.8;575.7;6.3;20;0;12;12;14;8;14;210;8;210;0;9;0.3;#¿NOMBRE?;7;0.015;3.07;61;-0.02;62.3
102024;36;26;20-sept-24;04-oct-24;12-oct-24;7995;145;6;0.624;0.095;0.397;29;0;174;14;203;6.4;78.8;904.8;137.8;575.7;6.3;20;0;12;12;14;8;14;210;8;210;0;9;0.3;#¿NOMBRE?;7;0.015;3.07;61;-0.02;62.3
102024;37;26;22-sept-24;06-oct-24;14-oct-24;7995;145;6;0.624;0.095;0.397;29;0;174;14;203;6.4;78.8;904.8;137.8;575.7;6.3;20;0;12;12;14;8;14;210;8;210;0;9;0.3;#¿NOMBRE?;7;0.015;3.07;61;-0.02;62.3
102024;38;26;26-sept-24;10-oct-24;18-oct-24;7995;145;6;0.624;0.095;0.397;2809;0;1575;14;203;6.4;78.8;904.8;137.8;575.7;6.3;19.4;0;10.9;10.9;14;8;14;210;8;210;0;9;0.3;#¿NOMBRE?;7;0.015;3.07;58.8;-0.02;59.9
102024;39;26;28-sept-24;12-oct-24;20-oct-24;7995;145;6;0.624;0.095;0.397;29;0;174;14;203;6.4;78.8;904.8;137.8;575.7;6.3;20;0;12;12;14;8;14;210;8;210;0;9;0.3;#¿NOMBRE?;7;0.015;3.07;61;-0.02;62.3
102024;40;26;01-oct-24;15-oct-24;23-oct-24;7995;145;6;0.652;0.096;0.428;2809;0;1575;14;203;6.4;80.3;945.7;139;620.2;6.3;19.4;0;10.9;10.9;14;8;14;210;8;210;0;9;0.3;#¿NOMBRE?;7;0.015;3.07;59.5;-0.02;60.7
102024;41;26;04-oct-24;18-oct-24;26-oct-24;7995;145;6;0.853;0.102;0.646;29;0;174;14;203;6.4;87.7;1236.9;147.9;936.7;6.3;20;0;12;12;14;8;14;210;8;210;0;9;0.3;#¿NOMBRE?;7;0.015;3.07;66;-0.02;67.3
102024;42;26;07-oct-24;21-oct-24;29-oct-24;7995;145;6;0.853;0.102;0.646;29;0;174;14;203;6.4;87.7;1236.9;147.9;936.7;6.3;20;0;12;12;14;8;14;210;8;210;0;9;0.3;#¿NOMBRE?;7;0.015;3.07;66;-0.02;67.3
112024;43;26;10-oct-24;24-oct-24;01-nov-24;7995;145;6;0.853;0.102;0.646;29;0;174;14;203;6.4;87.7;1236.9;147.9;936.7;6.3;20;0;12;12;14;8;14;210;8;210;0;9;0.3;#¿NOMBRE?;7;0.015;3.07;66;-0.02;67.4
112024;44;26;12-oct-24;26-oct-24;03-nov-24;7995;145;6;0.853;0.102;0.646;29;0;174;14;203;6.4;87.7;1236.9;147.9;936.7;6.3;20;0;12;12;14;8;14;210;8;210;0;9;0.3;#¿NOMBRE?;7;0.015;3.07;66;-0.02;67.4
