Fecha apil;Fecha riego;Fecha aporte;Mineral_tms;Tcu_%;ASCu_%;CNCu_%;Ac_correa;H(bs)_%;RS_%;Altura_p_m;Sal_sol_kg/ton;Sal_salmu_kg/ton;sal_total_kg/ton;p80_mm;%-100#;HON gpl;RL_m3/t;Rmax;
30-sept-22;14-oct-22;21-oct-22;135.822;0,791;0,125;0,518;2.086;6,5;81,3;6,0;0,0;9,2;9,2;15,8;0,0;9,0;3,27;52,5;
03-oct-22;17-oct-22;23-oct-22;149.759;0,827;0,126;0,553;3.061;5,9;82,2;6,2;0,0;11,5;11,5;14,6;0,0;9,0;2,97;60,4;
06-oct-22;20-oct-22;27-oct-22;147.867;0,813;0,137;0,593;3.010;5,4;89,9;6,2;0,0;11,2;11,2;14,7;0,0;9,0;3,01;64,4;
09-oct-22;23-oct-22;28-oct-22;146.957;0,686;0,113;0,467;2.847;5,5;84,4;6,0;0,0;10,9;10,9;14,2;0,0;9,0;3,02;60,2;
11-oct-22;25-oct-22;31-oct-22;147.843;0,647;0,103;0,420;3.046;6,3;80,9;6,0;0,0;11,2;11,2;14,9;0,0;9,0;3,01;59,1;
20-oct-22;03-nov-22;09-nov-22;147.072;0,806;0,147;0,546;2.903;6,2;86,1;6,0;0,0;11,5;11,5;14,0;0,0;9,0;3,02;63,0;
22-oct-22;05-nov-22;12-nov-22;140.135;1,019;0,282;0,640;2.952;6,4;90,5;6,0;0,0;11,3;11,3;14,6;0,0;9,0;3,17;67,6;
27-oct-22;10-nov-22;17-nov-22;134.341;0,925;0,188;0,632;3.055;6,7;88,7;6,0;0,0;12,4;12,4;15,3;0,0;9,0;3,31;68,0;
30-oct-22;13-nov-22;18-nov-22;134.709;0,688;0,212;0,359;2.615;7,3;83,1;6,1;2,0;10,0;12,0;13,3;0,0;9,0;3,30;60,3;
02-nov-22;17-nov-22;21-nov-22;142.166;0,792;0,164;0,520;2.907;6,2;86,4;6,3;9,7;2,8;12,5;14,8;0,0;9,0;3,13;42,9;
05-nov-22;19-nov-22;24-nov-22;142.520;0,775;0,175;0,487;3.158;6,1;85,4;6,2;1,6;11,5;13,0;15,3;0,0;9,0;3,12;64,2;
09-nov-22;23-nov-22;28-nov-22;142.427;0,656;0,187;0,352;2.857;6,6;82,3;6,2;0,0;11,2;11,2;14,3;0,0;9,0;3,12;61,6;
12-nov-22;26-nov-22;01-dic-22;142.077;0,569;0,116;0,330;3.187;6,1;78,6;6,2;0,2;11,9;12,0;13,6;0,0;9,0;3,13;60,9;
15-nov-22;29-nov-22;04-dic-22;142.041;0,672;0,110;0,401;2.948;5,6;76,0;6,1;0,6;12,4;13,0;12,7;0,0;9,0;3,13;59,2;
18-nov-22;02-dic-22;08-dic-22;142.526;0,824;0,131;0,587;3.247;5,2;87,0;6,0;6,0;6,2;12,2;13,7;0,0;9,0;3,12;53,9;
21-nov-22;05-dic-22;11-dic-22;141.786;0,829;0,151;0,592;2.759;7,0;89,5;6,2;0,0;12,4;12,4;13,5;0,0;9,0;3,14;66,5;
27-nov-22;11-dic-22;16-dic-22;142.250;0,733;0,116;0,516;3.021;5,9;86,2;6,1;1,5;10,5;12,0;14,5;0,0;9,0;3,12;61,5;
30-nov-22;14-dic-22;19-dic-22;141.286;0,788;0,128;0,575;3.129;6,4;89,2;6,2;2,1;10,6;12,8;14,7;0,0;9,0;3,15;64,1;
03-dic-22;17-dic-22;23-dic-22;142.548;0,701;0,116;0,507;3.283;7,0;88,9;6,3;0,0;13,3;13,3;14,0;0,0;9,0;3,12;69,3;
08-dic-22;22-dic-22;28-dic-22;143.876;0,665;0,118;0,485;2.915;6,4;90,7;6,4;1,0;11,5;12,5;15,5;0,0;9,0;3,09;65,2;
11-dic-22;25-dic-22;31-dic-22;143.213;0,626;0,114;0,423;2.882;5,8;85,7;6,4;0,0;13,9;13,9;16,2;0,0;9,0;2,66;65,9;
14-dic-22;28-dic-22;03-ene-23;143.865;0,641;0,118;0,451;2.505;6,3;88,7;6,4;3,7;8,6;12,3;16,5;0,0;9,0;2,65;56,5;
17-dic-22;31-dic-22;05-ene-23;142.863;0,650;0,109;0,461;3.245;5,8;87,7;6,4;2,4;9,5;11,9;15,0;0,0;9,0;2,67;61,1;
21-dic-22;04-ene-23;10-ene-23;142.196;0,736;0,124;0,539;3.005;7,0;90,1;6,3;2,9;8,4;11,3;15,5;0,0;9,0;2,68;59,3;
24-dic-22;07-ene-23;13-ene-23;142.574;0,608;0,106;0,406;3.111;6,6;84,0;6,5;1,8;9,9;11,7;15,4;0,0;9,0;2,67;59,2;
26-dic-22;09-ene-23;15-ene-23;142.255;0,862;0,135;0,641;3.015;6,4;90,0;6,7;1,9;10,7;12,6;16,2;0,0;9,0;2,68;63,6;
29-dic-22;12-ene-23;18-ene-23;142.778;0,831;0,136;0,615;3.133;6,4;90,3;6,4;0,3;10,9;11,2;16,4;0,0;9,0;2,67;64,6;
01-ene-23;16-ene-23;21-ene-23;143.050;0,640;0,108;0,447;3.220;6,2;86,8;6,3;0,5;11,5;12,0;15,9;17,2;9,0;2,66;64,1;
04-ene-23;18-ene-23;25-ene-23;144.801;0,653;0,109;0,466;2.905;5,1;88,0;6,3;4,7;6,3;11,1;15,3;16,8;9,0;2,63;52,7;
07-ene-23;21-ene-23;29-ene-23;144.636;0,643;0,116;0,450;2.663;5,5;88,0;6,4;1,5;10,0;11,5;15,4;14,8;9,0;2,63;59,8;
16-ene-23;30-ene-23;05-feb-23;146.729;0,667;0,130;0,458;2.829;6,2;88,2;6,5;6,0;6,2;12,3;15,3;14,8;9,0;2,60;52,6;
19-ene-23;02-feb-23;09-feb-23;142.646;0,729;0,209;0,449;2.729;7,0;90,3;6,3;1,0;9,9;11,0;15,3;11,7;9,0;2,67;63,1;
23-ene-23;07-feb-23;12-feb-23;144.105;0,710;0,170;0,468;2.934;6,9;90,0;6,3;0,4;11,6;12,0;15,0;13,1;9,0;2,64;66,3;
29-ene-23;13-feb-23;16-feb-23;145.156;0,730;0,141;0,512;2.244;5,6;89,5;6,4;0,3;11,2;11,5;14,9;13,4;9,0;2,62;61,1;
03-feb-23;16-feb-23;22-feb-23;143.945;0,716;0,125;0,511;2.516;6,4;88,9;6,4;0,2;10,9;11,1;14,4;14,3;9,0;2,65;61,7;
09-feb-23;23-feb-23;01-mar-23;143.845;0,766;0,141;0,559;2.984;5,9;91,4;6,4;5,5;8,2;13,7;14,3;13,4;9,0;2,65;59,9;
13-feb-23;27-feb-23;04-mar-23;145.031;0,634;0,103;0,443;3.303;5,6;86,1;6,4;3,0;8,6;11,5;15,5;14,0;9,0;2,63;58,0;
17-feb-23;02-mar-23;08-mar-23;143.144;0,673;0,125;0,473;2.673;6,0;88,8;6,2;9,7;3,0;12,7;16,3;16,3;9,0;2,66;42,8;
21-feb-23;07-mar-23;11-mar-23;143.702;0,726;0,126;0,510;2.864;6,2;87,6;6,4;8,3;4,8;13,1;16,8;15,0;9,0;2,65;48,3;
25-feb-23;11-mar-23;17-mar-23;143.324;0,638;0,100;0,435;3.316;5,9;83,9;6,2;2,9;9,7;12,6;15,4;15,6;9,0;2,66;59,2;
01-mar-23;15-mar-23;21-mar-23;145.695;0,740;0,101;0,491;3.626;6,5;80,0;6,4;0,7;12,4;13,1;14,7;17,4;9,0;2,62;62,7;
04-mar-23;21-mar-23;26-mar-23;144.998;0,802;0,128;0,606;2.969;6,5;91,6;6,4;1,3;10,6;11,8;14,8;15,0;9,0;2,63;64,1;
10-mar-23;25-mar-23;01-abr-23;145.890;0,932;0,131;0,730;2.878;6,2;92,4;6,5;3,4;7,3;10,7;14,6;17,7;9,0;2,61;57,0;
15-mar-23;30-mar-23;04-abr-23;145.785;0,870;0,129;0,665;3.344;6,8;91,2;6,6;0,1;12,9;13,0;15,0;17,8;9,0;2,61;69,4;
19-mar-23;02-abr-23;08-abr-23;144.872;0,920;0,211;0,619;2.641;6,6;90,2;6,4;0,2;11,3;11,5;14,9;19,2;9,0;2,63;64,6;
23-mar-23;06-abr-23;11-abr-23;145.100;0,815;0,143;0,574;3.168;5,9;88,0;6,4;0,3;11,3;11,6;15,8;15,1;9,0;2,63;64,3;
27-mar-23;11-abr-23;17-abr-23;145.159;0,754;0,114;0,537;3.046;5,9;86,5;6,5;2,3;8,7;11,0;15,5;12,3;9,0;2,62;57,4;
31-mar-23;16-abr-23;19-abr-23;145.136;0,661;0,254;0,281;3.004;3,1;81,0;6,5;0,6;1,8;2,4;15,3;14,5;9,0;2,63;39,0;
04-abr-23;18-abr-23;23-abr-23;139.886;0,853;0,135;0,640;2.623;4,2;90,8;6,3;0,1;11,2;11,3;14,5;16,5;9,0;2,72;63,8;
09-abr-23;26-abr-23;02-may-23;140.228;0,770;0,117;0,588;3.038;5,1;91,5;6,3;2,4;10,0;12,4;14,9;13,4;9,0;2,72;63,4;
13-abr-23;05-may-23;12-may-23;140.237;0,696;0,107;0,519;2.660;5,3;90,1;6,2;0,3;10,2;10,4;15,2;13,2;9,0;2,72;61,2;
17-abr-23;05-may-23;12-may-23;141.251;0,686;0,110;0,503;2.884;6,3;89,3;6,1;0,3;11,3;11,7;15,2;14,5;9,0;2,70;63,9;
20-abr-23;07-may-23;12-may-23;133.966;0,869;0,122;0,678;2.816;6,3;92,0;5,6;7,3;6,2;13,5;15,9;15,8;9,0;2,84;54,6;
22-abr-23;09-may-23;16-may-23;79.941;0,774;0,136;0,535;1.414;7,2;86,6;4,3;1,6;8,2;9,8;15,3;15,4;9,0;4,77;55,4;
23-abr-23;14-may-23;19-may-23;44.733;0,584;0,270;0,182;861;4,7;77,3;4,1;0,0;0,0;0,0;15,6;14,2;9,0;8,52;30,1;
23-abr-23;16-may-23;22-may-23;27.062;0,562;0,286;0,141;623;3,9;75,9;4,0;0,0;0,0;0,0;14,5;14,2;9,0;14,08;31,5;
23-abr-23;18-may-23;24-may-23;13.527;0,568;0,292;0,139;312;3,9;75,9;4,0;0,0;0,0;0,0;14,4;14,2;9,0;28,17;31,8;
13-may-23;27-may-23;31-may-23;38.415;0,782;0,166;0,500;447;6,7;85,2;1,5;2,7;4,5;7,2;16,3;13,9;9,0;11,57;43,6;
13-may-23;27-may-23;01-jun-23;85.017;0,879;0,140;0,647;1.836;6,8;89,6;3,5;0,8;12,8;13,6;15,5;13,8;9,0;5,23;66,2;
13-may-23;29-may-23;04-jun-23;123.614;0,930;0,161;0,696;2.752;6,7;92,1;5,1;5,3;8,7;14,0;15,3;12,8;9,0;3,60;61,1;
18-may-23;01-jun-23;07-jun-23;146.068;0,925;0,127;0,729;2.851;6,6;92,5;6,4;1,8;11,4;13,1;14,8;13,1;9,0;3,04;65,6;
22-may-23;05-jun-23;11-jun-23;146.020;0,864;0,116;0,669;2.993;6,8;90,8;6,7;0,0;13,8;13,8;15,8;15,4;9,0;3,04;65,8;
27-may-23;10-jun-23;15-jun-23;148.546;0,763;0,115;0,578;2.629;7,2;90,9;6,7;0,0;11,8;11,8;15,5;14,0;9,0;2,99;64,0;
30-may-23;13-jun-23;18-jun-23;146.023;0,702;0,106;0,506;2.893;7,2;87,3;6,5;0,0;11,9;11,9;15,4;12,4;9,0;3,04;63,6;
02-jun-23;16-jun-23;23-jun-23;145.245;0,677;0,098;0,504;3.045;5,6;89,1;6,4;4,6;7,6;12,2;15,6;14,2;9,0;3,06;56,2;
05-jun-23;20-jun-23;26-jun-23;145.812;0,719;0,110;0,517;3.143;5,3;87,2;6,4;13,4;0,8;14,2;15,2;12,0;9,0;3,05;34,6;
09-jun-23;25-jun-23;29-jun-23;144.625;0,965;0,142;0,705;2.811;7,8;87,8;6,4;0,9;11,1;12,0;14,1;14,9;9,0;3,07;62,9;
14-jun-23;28-jun-23;03-jul-23;144.272;0,860;0,146;0,612;2.677;6,9;88,1;6,4;2,1;9,5;11,6;15,6;16,9;9,0;3,08;59,6;
18-jun-23;06-jul-23;12-jul-23;144.566;0,853;0,136;0,610;2.811;5,7;87,5;6,4;4,6;8,5;13,1;15,9;13,9;9,0;3,07;57,6;
21-jun-23;09-jul-23;15-jul-23;144.368;0,789;0,118;0,596;2.731;8,1;90,5;6,4;0,0;11,7;11,7;15,2;12,4;9,0;3,08;64,7;
24-jun-23;12-jul-23;18-jul-23;144.309;0,811;0,119;0,606;2.943;7,8;89,5;6,4;3,3;7,8;11,1;14,1;16,2;9,0;3,08;57,6;
29-jun-23;17-jul-23;23-jul-23;166.744;0,815;0,131;0,583;3.380;7,5;87,7;7,4;4,6;6,3;10,9;14,9;15,4;9,0;2,67;53,3;
04-jul-23;22-jul-23;26-jul-23;180.837;0,949;0,200;0,660;3.833;5,3;90,7;8,0;3,4;10,1;13,5;13,9;13,3;9,0;2,46;64,3;
08-jul-23;26-jul-23;30-jul-23;186.021;0,938;0,183;0,667;3.964;8,5;90,6;8,2;2,4;10,9;13,3;13,8;13,2;9,0;2,39;65,5;
15-jul-23;02-ago-23;07-ago-23;185.667;0,859;0,156;0,617;4.015;6,5;90,0;8,2;1,2;10,4;11,7;13,1;10,0;9,0;3,42;65,2;
18-jul-23;05-ago-23;11-ago-23;167.959;0,793;0,129;0,597;3.256;7,4;91,5;7,4;3,8;10,4;14,2;13,5;15,2;9,0;3,78;65,0;
22-jul-23;09-ago-23;14-ago-23;163.120;0,713;0,109;0,497;3.214;6,6;84,9;7,1;0,0;11,1;11,1;13,3;13,5;9,0;3,89;62,6;
27-jul-23;14-ago-23;19-ago-23;150.430;0,724;0,109;0,469;3.486;6,5;79,8;6,7;1,6;10,6;12,1;13,8;14,8;9,0;4,22;58,8;
30-jul-23;15-oct-23;21-oct-23;145.875;0,421;0,027;0,110;2.644;7,6;32,5;6,4;20,5;0,4;20,9;13,9;16,9;9,0;3,63;16,0;
06-ago-23;21-ago-23;25-ago-23;146.263;0,723;0,106;0,461;2.746;7,4;78,4;6,3;3,1;9,1;12,2;14,2;14,5;9,0;4,34;54,8;
10-ago-23;24-ago-23;29-ago-23;146.397;0,802;0,130;0,592;2.968;6,4;90,1;6,2;0,5;11,6;12,1;14,7;14,7;9,0;4,34;66,5;
14-ago-23;29-ago-23;04-sept-23;146.528;0,853;0,154;0,612;3.267;6,0;89,7;6,2;7,6;6,0;13,6;14,7;14,3;9,0;4,04;63,0;
18-ago-23;01-sept-23;08-sept-23;146.537;0,917;0,146;0,700;3.163;5,8;92,2;6,3;14,3;1,4;15,7;14,1;14,1;9,0;4,04;61,5;
21-ago-23;05-sept-23;11-sept-23;146.947;0,892;0,158;0,643;2.864;7,5;89,8;6,1;1,1;10,4;11,5;14,2;14,7;9,0;3,75;64,2;
25-ago-23;08-sept-23;14-sept-23;146.878;0,773;0,120;0,578;2.901;7,6;90,4;6,1;4,0;8,0;11,9;14,1;16,1;9,0;3,75;59,3;
27-ago-23;10-sept-23;16-sept-23;146.806;0,816;0,118;0,607;3.314;5,8;88,9;6,2;0,0;13,0;13,0;15,3;15,8;9,0;3,75;65,9;
30-ago-23;13-sept-23;19-sept-23;146.450;0,921;0,136;0,690;3.108;6,6;89,7;6,2;4,3;9,4;13,7;15,1;15,2;9,0;3,76;61,8;
03-sept-23;17-sept-23;22-sept-23;138.921;0,917;0,144;0,701;2.849;7,0;92,2;6,1;15,1;0,0;15,1;14,0;14,4;9,0;3,96;58,8;
07-sept-23;21-sept-23;27-sept-23;139.553;0,804;0,138;0,599;2.646;7,3;91,6;6,2;12,8;2,1;14,9;14,6;13,9;9,0;3,94;60,1;
09-sept-23;23-sept-23;29-sept-23;141.340;0,993;0,137;0,762;2.811;6,6;90,5;6,2;7,0;6,3;13,3;15,5;15,6;9,0;3,89;62,4;
12-sept-23;26-sept-23;02-oct-23;141.906;0,791;0,118;0,613;2.839;6,8;92,4;6,3;9,8;6,5;16,2;14,2;15,1;9,0;3,88;57,0;
15-sept-23;30-sept-23;07-oct-23;141.170;0,787;0,119;0,576;2.782;5,1;88,3;6,2;6,7;6,1;12,7;14,3;16,5;9,0;3,60;53,6;
19-sept-23;03-oct-23;09-oct-23;141.034;1,047;0,183;0,736;2.662;6,9;87,8;6,2;2,0;8,2;10,2;14,4;17,5;9,0;3,60;58,4;
22-sept-23;06-oct-23;13-oct-23;142.065;1,057;0,180;0,759;2.945;6,6;88,9;6,3;5,8;8,0;13,7;14,4;17,7;9,0;3,58;59,1;
26-sept-23;13-oct-23;19-oct-23;143.982;1,019;0,159;0,780;2.998;6,8;92,2;6,3;7,6;7,8;15,4;14,2;17,6;9,0;3,53;60,2;
29-sept-23;13-oct-23;19-oct-23;145.562;0,880;0,117;0,695;2.993;7,3;92,3;6,4;12,1;3,6;15,7;13,9;17,3;9,0;3,49;48,4;
03-oct-23;17-oct-23;22-oct-23;145.720;0,839;0,114;0,653;2.714;7,6;91,4;6,6;1,5;9,0;10,5;14,6;13,7;9,0;3,40;60,7;
06-oct-23;20-oct-23;26-oct-23;143.530;0,752;0,110;0,564;3.114;5,8;89,6;6,5;9,1;6,3;15,4;15,5;14,2;9,0;3,46;54,5;
08-oct-23;22-oct-23;28-oct-23;143.581;0,837;0,157;0,582;2.983;6,7;88,2;6,3;6,1;9,4;15,5;15,0;14,8;9,0;3,45;61,4;
11-oct-23;25-oct-23;31-oct-23;155.515;0,904;0,141;0,680;3.313;7,1;90,8;7,0;9,0;7,0;16,0;14,1;20,6;9,0;3,19;57,4;
15-oct-23;29-oct-23;04-nov-23;156.965;0,821;0,118;0,617;3.061;7,1;89,4;7,1;3,5;10,3;13,8;13,9;21,2;9,0;3,16;63,3;
20-oct-23;03-nov-23;09-nov-23;141.624;0,814;0,142;0,585;2.709;7,7;89,3;6,4;3,6;9,4;13,0;14,9;16,2;9,0;3,50;61,7;
22-oct-23;05-nov-23;11-nov-23;145.532;0,794;0,154;0,571;2.884;7,0;91,3;6,6;2,3;11,5;13,8;14,2;16,2;9,0;2,98;67,2;
25-oct-23;09-nov-23;15-nov-23;146.261;0,855;0,112;0,695;2.706;6,7;94,3;6,6;2,7;10,5;13,1;14,7;15,2;9,0;2,97;64,8;
27-oct-23;10-nov-23;16-nov-23;148.684;0,858;0,111;0,691;2.960;8,4;93,4;6,7;0,4;12,8;13,2;14,8;15,0;9,0;2,92;68,2;
30-oct-23;13-nov-23;18-nov-23;148.432;0,742;0,106;0,570;2.588;7,3;91,1;6,7;0,7;11,3;11,9;15,3;15,8;9,0;2,92;63,6;
02-nov-23;16-nov-23;22-nov-23;131.460;0,708;0,091;0,525;2.712;5,6;87,0;6,4;6,0;7,5;13,4;15,2;14,4;9,0;3,38;55,3;
05-nov-23;19-nov-23;26-nov-23;130.795;0,712;0,101;0,537;2.505;5,9;89,6;6,3;2,9;11,9;14,7;15,2;14,1;9,0;3,40;65,1;
10-nov-23;24-nov-23;30-nov-23;130.123;0,777;0,105;0,592;2.415;5,9;89,7;6,3;4,2;9,6;13,8;14,9;14,4;9,0;3,42;60,6;
12-nov-23;27-nov-23;03-dic-23;131.410;0,788;0,112;0,597;2.199;7,5;89,9;6,2;1,0;14,0;15,0;14,9;15,3;9,0;3,38;64,5;
15-nov-23;30-nov-23;06-dic-23;130.838;0,812;0,136;0,613;2.836;5,8;92,2;6,3;5,4;9,8;15,3;15,5;16,1;9,0;3,40;64,2;
18-nov-23;06-dic-23;13-dic-23;131.823;0,679;0,128;0,453;2.859;6,3;85,6;6,4;1,1;13,2;14,3;15,0;16,4;9,0;3,37;64,9;
22-nov-23;08-dic-23;15-dic-23;131.784;0,683;0,124;0,464;2.646;7,4;86,1;6,5;1,3;13,2;14,5;15,3;15,9;9,0;3,37;64,9;
25-nov-23;16-dic-23;24-dic-23;130.226;0,600;0,093;0,424;2.428;8,1;86,1;6,4;3,0;11,3;14,4;15,0;14,3;9,0;3,41;62,3;
13-dic-23;27-dic-23;04-ene-24;135.644;0,805;0,118;0,594;2.691;7,1;88,5;6,5;2,6;12,5;15,1;13,5;14,2;9,0;3,28;65,9;
16-dic-23;29-dic-23;06-ene-24;135.751;0,772;0,106;0,574;2.920;7,3;88,0;6,6;0,7;13,2;13,9;13,7;13,7;9,0;3,27;65,5;
19-dic-23;02-ene-24;10-ene-24;135.089;0,849;0,111;0,632;3.112;9,3;87,6;6,5;0,4;13,2;13,6;13,9;16,2;9,0;3,29;65,1;
22-dic-23;05-ene-24;13-ene-24;132.534;0,728;0,110;0,533;2.946;8,4;88,3;6,4;3,9;9,3;13,2;14,0;15,1;9,0;3,35;60,7;
25-dic-23;08-ene-24;16-ene-24;135.182;0,629;0,104;0,409;2.807;8,4;81,6;6,3;0,3;12,8;13,1;13,7;14,2;9,0;3,29;62,0;
28-dic-23;13-ene-24;21-ene-24;133.203;0,592;0,113;0,376;2.866;7,3;82,6;6,2;1,8;11,3;13,1;14,0;15,5;9,0;3,34;61,6;
31-dic-23;14-ene-24;22-ene-24;134.859;0,640;0,146;0,401;2.884;6,9;85,4;6,3;8,4;5,6;14,0;13,6;15,6;9,0;3,30;52,0;
03-ene-24;18-ene-24;25-ene-24;137.454;0,807;0,142;0,595;2.731;8,1;91,2;6,4;2,6;11,0;13,6;13,6;16,1;9,0;3,23;66,2;
06-ene-24;20-ene-24;27-ene-24;137.180;0,763;0,133;0,550;2.843;7,2;89,6;6,4;2,7;10,5;13,2;13,8;15,6;9,0;3,24;64,2;
08-ene-24;23-ene-24;31-ene-24;136.770;0,819;0,122;0,611;2.699;6,2;89,5;6,3;1,2;11,5;12,7;14,7;18,0;9,0;3,25;65,2;
11-ene-24;26-ene-24;03-feb-24;140.526;0,790;0,120;0,526;2.882;6,8;81,8;6,5;2,3;10,9;13,1;14,0;16,7;9,0;3,16;60,1;
14-ene-24;01-feb-24;09-feb-24;141.202;0,768;0,131;0,515;2.841;7,5;84,1;6,5;0,0;12,4;12,4;13,3;17,7;9,0;2,70;64,0;
20-ene-24;07-feb-24;15-feb-24;135.888;0,785;0,104;0,506;2.518;8,2;77,8;6,3;1,3;9,8;11,1;13,8;17,4;9,0;2,80;54,9;
30-ene-24;13-feb-24;21-feb-24;136.081;0,815;0,138;0,579;2.502;9,3;87,9;6,5;2,5;11,2;13,6;13,5;15,3;9,0;2,80;63,6;
02-feb-24;16-feb-24;24-feb-24;142.607;0,923;0,138;0,676;2.698;7,1;88,2;6,4;0,9;12,7;13,6;13,3;16,5;9,0;2,67;65,6;
05-feb-24;19-feb-24;27-feb-24;142.080;0,763;0,121;0,532;2.656;6,6;85,6;6,3;2,4;10,0;12,4;14,1;15,3;9,0;2,68;60,0;
09-feb-24;23-feb-24;02-mar-24;142.364;0,772;0,131;0,554;2.525;6,1;88,8;6,6;4,5;8,9;13,4;13,1;15,1;9,0;2,68;59,5;
12-feb-24;26-feb-24;05-mar-24;143.533;0,810;0,155;0,568;2.972;6,0;89,3;6,6;8,1;6,8;14,8;13,5;15,2;9,0;2,65;56,6;
15-feb-24;29-feb-24;08-mar-24;141.452;0,874;0,123;0,672;2.767;7,9;90,9;6,5;6,1;7,7;13,8;13,5;14,5;9,0;2,69;58,6;
18-feb-24;03-mar-24;11-mar-24;141.565;0,735;0,108;0,549;2.936;8,7;89,4;6,3;5,2;9,1;14,3;13,9;13,6;9,0;2,69;60,8;
22-feb-24;07-mar-24;15-mar-24;141.316;0,880;0,145;0,581;2.546;7,4;82,4;6,5;7,2;5,4;12,6;14,1;11,5;9,0;2,70;48,3;
25-feb-24;10-mar-24;18-mar-24;141.222;0,768;0,118;0,534;3.136;6,4;84,9;6,5;0,7;12,2;12,9;13,2;14,7;9,0;2,70;64,1;
29-feb-24;14-mar-24;22-mar-24;141.301;0,865;0,116;0,594;2.891;6,3;82,0;6,3;2,3;10,5;12,8;13,5;16,0;9,0;2,70;59,6;
08-mar-24;22-mar-24;30-mar-24;143.772;0,696;0,103;0,382;2.695;5,1;69,7;6,2;6,5;5,1;11,7;14,8;15,5;9,0;2,65;41,9;
11-mar-24;25-mar-24;03-abr-24;145.789;0,683;0,146;0,391;3.231;6,2;78,6;6,2;0,6;11,6;12,2;13,0;17,1;9,0;2,61;60,8;
14-mar-24;28-mar-24;05-abr-24;145.106;0,775;0,149;0,538;3.054;5,8;88,6;6,4;0,9;10,8;11,6;13,1;17,4;9,0;2,63;64,9;
18-mar-24;01-abr-24;09-abr-24;148.386;0,523;0,103;0,323;2.825;5,2;81,5;6,5;2,3;8,8;11,1;14,1;17,5;9,0;2,57;56,0;
22-mar-24;05-abr-24;13-abr-24;145.733;0,559;0,130;0,329;2.958;5,2;82,1;6,4;1,3;9,4;10,7;13,9;16,7;9,0;2,61;58,6;
25-mar-24;08-abr-24;16-abr-24;145.902;0,646;0,131;0,359;3.334;5,4;75,9;6,4;0,0;11,8;11,8;14,4;17,1;9,0;2,61;58,8;
28-mar-24;11-abr-24;19-abr-24;145.224;0,637;0,140;0,387;3.123;6,7;82,7;6,3;1,9;9,4;11,3;15,0;16,7;9,0;2,62;58,6;
31-mar-24;16-abr-24;24-abr-24;145.974;0,661;0,168;0,383;2.757;6,2;83,5;6,4;5,6;7,6;13,2;14,3;16,9;9,0;2,61;55,4;
03-abr-24;17-abr-24;25-abr-24;149.960;0,594;0,103;0,400;2.870;7,3;84,6;6,5;2,1;10,9;13,1;15,3;15,3;9,0;2,54;61,0;
06-abr-24;20-abr-24;28-abr-24;149.605;0,553;0,135;0,314;3.323;7,0;81,1;6,5;2,6;10,9;13,5;15,2;16,0;9,0;2,55;60,6;
09-abr-24;24-abr-24;02-may-24;149.181;0,565;0,101;0,365;3.247;7,7;82,4;6,5;1,3;11,9;13,2;15,1;15,3;9,0;2,55;61,9;
12-abr-24;26-abr-24;04-may-24;146.992;0,601;0,104;0,411;3.213;7,4;85,7;6,4;0,0;13,2;13,2;15,4;15,5;9,0;2,59;64,0;
16-abr-24;30-abr-24;08-may-24;146.957;0,679;0,124;0,458;2.864;7,2;85,8;6,3;0,2;14,0;14,2;14,9;13,2;9,0;2,59;64,3;
22-abr-24;07-may-24;15-may-24;149.680;0,867;0,124;0,615;3.068;8,2;85,2;6,5;0,8;11,9;12,7;14,7;15,9;9,0;2,55;63,5;
25-abr-24;10-may-24;18-may-24;153.284;0,639;0,092;0,446;3.325;7,8;84,2;6,6;1,0;12,3;13,3;14,4;15,9;9,0;2,49;62,9;
28-abr-24;12-may-24;20-may-24;152.703;0,569;0,114;0,359;3.370;5,5;83,2;6,6;9,0;5,9;14,9;16,4;14,6;9,0;2,50;50,4;
02-may-24;16-may-24;24-may-24;153.217;0,554;0,159;0,291;3.455;6,2;81,3;6,6;2,9;10,4;13,2;15,7;15,2;9,0;2,49;60,0;
05-may-24;19-may-24;27-may-24;154.813;0,556;0,149;0,321;3.272;6,5;84,6;6,7;1,3;11,6;12,9;15,3;15,0;9,0;2,46;64,0;
09-may-24;23-may-24;31-may-24;153.545;0,621;0,132;0,409;3.085;7,5;87,2;6,7;3,0;9,2;12,2;15,5;12,5;9,0;2,48;60,1;
11-may-24;25-may-24;02-jun-24;150.075;0,560;0,099;0,380;2.944;7,2;85,5;6,5;6,1;7,4;13,5;15,7;14,2;9,0;2,54;54,9;
17-may-24;31-may-24;08-jun-24;143.543;0,665;0,161;0,415;2.868;6,9;86,6;6,2;3,8;9,1;13,0;14,3;13,1;9,0;2,65;60,9;
19-may-24;02-jun-24;10-jun-24;135.457;0,672;0,127;0,470;2.774;7,0;88,8;5,9;0,6;11,5;12,1;14,4;12,4;9,0;2,81;65,7;
22-may-24;04-jun-24;12-jun-24;135.471;0,586;0,150;0,347;3.192;7,0;84,8;5,9;0,0;13,3;13,3;15,0;13,8;9,0;2,81;65,2;
24-may-24;07-jun-24;15-jun-24;146.371;0,580;0,105;0,394;3.059;7,1;85,9;6,3;0,0;12,9;12,9;15,2;15,2;9,0;2,60;64,5;
